Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_2910	ftsB	73.1	101.81	118.66	97.86	160.52	98.22	31.96	96.9	124.86	126.62	55.25	102.24	58.05	74.38	142.37	91.6	139.4	121.1	123.11	127.87	144.9	163.23	118.25	142.13
SL1344_2911	ygbE	8.24	6.84	4.88	6.65	46.74	68.64	0	38.46	54.54	31.6	56.31	47.48	33.81	32.49	99.5	55.27	14.5	28.21	22.19	21.63	11.87	9.86	16.42	12.72
SL1344_2912	cysC	0	6.04	3.59	3.21	27.5	30.29	49.28	35.69	40.11	60.44	52.07	50.87	9.95	31.86	24.4	22.07	40.95	26.28	28.13	31.79	29.33	35.7	27.43	30.82
SL1344_2913	cysN	5.1	4.65	5.43	5.06	52.04	29.72	55.25	45.67	43.85	15.64	29.85	29.78	16.73	26.79	45.13	29.55	43.76	40.13	38.86	40.91	30.14	33.21	28.18	30.51
SL1344_2914	cysD	0	1.34	0.48	0.61	54.98	26.91	21.89	34.59	26.73	27.88	53.61	36.07	0	8.49	39.01	15.83	50.02	46.09	35.47	43.86	29.47	27.95	27.21	28.21
SL1344_2915	iap	23.84	30.27	20.75	24.95	23.86	11.68	0	11.85	4.64	0	2.74	2.46	0	0	0	0	9.87	8	8.72	8.86	17.5	17.55	18.21	17.76
SL1344_2916	ygbF	9.91	2.06	8.8	6.92	84.33	20.64	67.15	57.37	16.4	76.02	0	30.81	0	0	39.89	13.3	17.44	14.14	18.48	16.68	6.66	5.47	7.01	6.38
SL1344_2917		6.38	13.24	6.61	8.74	9.04	19.92	64.82	31.26	10.55	6.11	12.45	9.71	0	12.57	6.42	6.33	6.73	10.01	7.93	8.22	4.59	5.28	9.22	6.37
SL1344_2918	ygcH	1.13	2.81	2.67	2.2	0	0	0	0	0	38.95	0	12.98	9.26	5.93	4.54	6.58	3.18	3.86	2.81	3.28	2.17	2.91	5.51	3.53
SL1344_2919		2.95	2.45	3.49	2.96	0	0	13.32	4.44	6.51	0	0	2.17	8.07	10.34	7.91	8.77	5.53	3.37	5.7	4.87	4.53	3.26	4.05	3.94
SL1344_2920	yghJ	1.39	3.45	3.28	2.71	0	17.32	0	5.77	9.18	10.63	0	6.6	11.38	14.58	5.58	10.51	5.85	2.37	3.45	3.89	6.66	5.36	5.17	5.73
SL1344_2921		0	2.17	0.78	0.98	0	0	17.75	5.92	26	15.07	5.11	15.39	10.75	3.44	15.81	10	7.37	8.97	4.34	6.89	13.08	8.2	5.39	8.89
SL1344_2922		0.94	0.78	0	0.58	21.39	19.63	0	13.67	9.36	1.81	1.84	4.34	11.6	1.24	7.59	6.81	1.99	5.38	1.17	2.85	2.72	3.64	3.39	3.25
SL1344_2923	ygcB	1.1	0.91	0.98	1	0	2.29	7.46	3.25	0	5.28	1.08	2.12	0	0.72	1.11	0.61	3.49	2.51	0.91	2.31	3.38	3.35	3.61	3.45
SL1344_2924	sopD	24.63	25.56	28.7	26.29	87.31	51.28	93.86	77.48	15.28	14.76	24.04	18.03	0	0	18.58	6.19	0	2.63	2.55	1.73	3.25	2.55	5.15	3.65
SL1344_2925	cysH	1	4.15	2.96	2.7	0	49.94	0	16.65	26.45	30.66	15.61	24.24	0	5.25	12.06	5.77	29.53	23.95	13.25	22.24	10.74	9.2	10.79	10.24
SL1344_2926	cysI	8.14	5.69	3.04	5.62	63.18	57.09	5.81	42.03	87.89	87.08	21.74	65.57	3.52	15.76	44.83	21.37	57.28	47.42	25.2	43.3	31.59	28.86	25.67	28.71
SL1344_2927	cysJ	0.82	1.35	1.45	1.21	23.12	16.98	5.52	15.21	37.77	10.94	14.33	21.01	3.35	11.79	27.89	14.34	23.52	18.61	16.22	19.45	14.56	14.26	16.88	15.23
SL1344_2928	ptpS	34.44	18.5	14.39	22.45	22.98	33.75	27.46	28.06	13.41	38.85	0	17.42	0	5.33	8.15	4.49	28.51	13.87	6.72	16.37	18.67	22.38	15.63	18.89
SL1344_2929		3.68	6.88	9.26	6.61	0	15.33	0	5.11	24.36	35.29	10.78	23.48	7.55	9.67	22.22	13.15	11.66	6.3	12.96	10.31	15.2	18.29	19.4	17.63
SL1344_2930	ygcF	85.25	78.95	47.23	70.48	111.6	63.73	44.44	73.26	28.94	58.69	12.8	33.48	17.94	51.71	22	30.55	35.38	47.4	49.82	44.2	72.2	71.63	75.05	72.96
SL1344_2931	eno	457.11	538.06	502.06	499.08	1153.81	955.44	620.21	909.82	927.39	1046.67	337.54	770.54	394.1	674.24	679.96	582.77	368.99	348.19	275.78	330.99	281.44	310.79	281.74	291.32
SL1344_2932	pyrG	279.56	310.96	185.65	258.72	243.97	257.5	115.35	205.61	349.88	369.43	134.69	284.67	187.49	199.01	270.48	218.99	169.62	193.77	161.87	175.09	248.79	260.45	229.27	246.17
SL1344_2933	mazG	21.09	15.98	28.22	21.76	62.4	45.82	12.42	40.21	72.81	42.19	17.9	44.3	30.09	53.01	62.73	48.61	32.26	33.48	25.83	30.52	62.67	74.59	75.2	70.82
SL1344_2934		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71	0	3.63	2.11
SL1344_2935		48.51	7.11	15.2	23.61	32.37	23.77	77.34	44.5	18.89	76.61	11.14	35.55	0	30	11.49	13.83	44.18	39.08	28.38	37.21	74.52	76.7	79.26	76.83
SL1344_2936		69.34	70.85	36.31	58.83	272.3	111.08	72.28	151.89	211.8	265.94	83.3	187.02	284.49	119.17	322.02	241.89	105.1	127.82	112.71	115.21	165.92	146.3	154.31	155.51
SL1344_2937	relA	33.81	45.24	23.9	34.32	227.19	199.63	262.48	229.77	245.52	239.23	111.52	198.75	142.77	194.15	247.09	194.67	114.13	127	81.89	107.67	101.87	95.12	106.03	101.01
SL1344_2938	rumA	24.92	22.57	17.77	21.75	224.87	179.26	122.8	175.64	239.88	286.71	99.51	208.7	74.35	117.6	250.73	147.56	93.26	87.25	72.27	84.26	68.29	62.55	70.49	67.11
SL1344_2939	barA	9.05	8.84	7.25	8.38	36.23	6.65	3.61	15.49	19.37	17.35	6.23	14.32	4.37	9.79	20.35	11.5	12.36	9.11	9.26	10.24	10.22	9.6	8.96	9.6
SL1344_2940		3.21	5.33	7.98	5.51	7.29	0	0	2.43	0	27.09	0	9.03	10.54	20.26	5.17	11.99	11.75	5.86	8.51	8.71	6.91	4.97	6.28	6.05
SL1344_2941	gudD	6.02	7.27	6.48	6.59	6.21	9.12	0	5.11	3.62	12.59	6.41	7.54	4.49	5.75	0	3.42	8.47	9.37	3.63	7.16	7.78	4.23	8.16	6.72
SL1344_2942	ygcY	7.66	5.91	5.18	6.25	6.21	4.56	0	3.59	32.6	12.59	12.82	19.34	4.49	15.82	4.41	8.24	10.78	8.12	4.08	7.66	8.62	6.05	8.16	7.61
SL1344_2943	gudT	0.54	0	0.64	0.39	0	22.49	0	7.5	3.57	14.5	0	6.02	0	1.42	4.35	1.92	0.76	1.23	0.9	0.96	2.28	2.19	3.61	2.69
SL1344_2944		58.8	70.52	56.08	61.8	74.12	122.46	22.14	72.9	43.24	87.7	70.15	67.03	26.81	47.23	144.63	72.89	41.38	24.23	27.07	30.89	20.07	24.66	33.6	26.11
SL1344_2945	yqcB	10.32	17.13	13.32	13.59	10.64	7.81	0	6.15	0	0	3.66	1.22	7.7	2.47	7.55	5.9	9.24	14.98	7.77	10.67	11.53	8.98	13.75	11.42
SL1344_2946	yqcC	22.29	27.76	15.84	21.96	25.29	37.14	0	20.81	0	51.3	0	17.1	0	0	8.97	2.99	3.14	0	7.39	3.51	8.56	13.13	12.61	11.43
CsrB	CsrB	21795.58	20929.45	9707.4	17477.48	4321.02	3712.75	2086.58	3373.45	3365.52	2230.03	1202.39	2265.98	282.62	394.06	1622.69	766.45	1536.92	1451.93	990.54	1326.46	1106.39	1091.26	1300.39	1166.01
SL1344_2947	syd	74.01	74.85	58.15	69.01	45.8	67.26	18.24	43.76	62.34	56.77	15.76	44.96	11.04	24.76	21.66	19.16	39.77	30.71	46.84	39.11	65.12	62.43	74.75	67.43
SL1344_2948	queF	28.54	37.34	17.41	27.76	29.43	14.41	11.72	18.52	28.62	59.71	16.88	35.07	14.19	18.19	38.29	23.56	6.09	16.78	15.05	12.64	13.29	16.24	14.46	14.66
SL1344_2949	ygdH	58.61	55.35	41.7	51.89	122	165.72	189.45	159.05	99.64	150.54	62.98	104.39	66.18	149.81	153.65	123.21	64.32	75.47	53.91	64.57	37.17	30.88	37.89	35.31
SL1344_2950	sdaC	10.81	18.42	10.1	13.11	25.82	37.92	46.26	36.67	26.36	15.28	13.33	18.32	28.01	34.4	38.93	33.78	23.22	24.67	8.49	18.79	7.21	10.89	13.46	10.52
SL1344_2951	sdaB	16.1	17.37	8.58	14.01	42.61	67.04	0	36.55	42.61	41.15	16.76	33.51	13.21	36.66	12.96	20.94	35.49	28.78	9.78	24.68	11.13	8.69	10.62	10.15
SL1344_2952	exo	12.6	11.95	7.99	10.85	20.42	7.5	0	9.3	5.96	3.45	3.51	4.31	7.38	9.46	10.87	9.24	7.6	7.19	6.71	7.17	10.02	9.28	8.56	9.29
SL1344_2953	fucO	3.83	1.06	0.76	1.88	0	0	0	0	0	0	0	0	0	0	2.57	0.86	1.8	1.46	2.12	1.79	1.23	3.06	2.3	2.19
SL1344_2954	fucA	0	0.94	0	0.31	0	0	0	0	0	0	0	0	0	0	4.56	1.52	0	0	0.94	0.31	3.48	0.42	2.91	2.27
SL1344_2955	fucP	0	0	0.33	0.11	0	0	15.1	5.03	7.38	10.69	0	6.02	4.57	0	0	1.52	0.78	0.64	1.39	0.94	0.86	0.41	1	0.76
SL1344_2956	fucI	1.65	0.69	0.49	0.94	0	3.44	0	1.15	0	12.68	0	4.23	3.39	5.43	4.99	4.6	5.23	3.77	2.05	3.69	2.86	2.43	2.23	2.51
SL1344_2957	fucK	0	1.29	0.92	0.74	5.87	0	0	1.96	10.27	5.95	2.02	6.08	8.49	4.08	4.16	5.58	1.46	1.77	2.14	1.79	2.58	2.48	2.66	2.57
SL1344_2958	fucU	0	2.89	0	0.96	0	0	0	0	34.51	0	0	11.5	0	0	6.99	2.33	2.45	1.98	2.88	2.44	0	0	1.79	0.6
SL1344_2959	fucR	5.16	9.43	2.45	5.68	0	17.21	0	5.74	20.51	3.96	8.07	10.85	33.9	10.86	16.63	20.46	8.72	5.89	5.99	6.87	14.68	13.31	12.48	13.49
SL1344_2960	ygdE	34	26.02	24.87	28.3	30.26	44.43	18.07	30.92	70.6	69.04	31.24	56.96	49.24	35.05	45.62	43.3	47.86	46.41	34.26	42.84	54.54	48.85	58.98	54.12
SL1344_2961	ygdD	53.85	46.25	45.06	48.38	21.06	108.26	50.32	59.88	135.17	85.45	72.5	97.71	30.47	48.8	156.93	78.74	73.17	65.68	69.24	69.36	65.6	69.04	93.58	76.08
SL1344_2962	gcvA	27.99	31.21	20.36	26.52	36.29	53.3	21.68	37.09	52.93	39.88	12.49	35.1	32.81	27.33	45.07	35.07	42.77	32.86	38.44	38.02	42.69	42.7	56.56	47.32
GcvB	GcvB	2273.56	2584.75	703.34	1853.88	6406.6	5803.7	6360.78	6190.36	3955.9	5161.47	1016.57	3377.98	150.45	356.62	649.4	385.49	918.67	761.62	671.57	783.95	792.86	731.75	1023.15	849.25
SL1344_2963	ygdI	810.95	946.87	401.64	719.82	586.45	511.34	1225.92	774.57	577.33	594.78	290.14	487.42	318.14	288.73	1092.3	566.39	159.15	154.85	270.41	194.8	121.6	90.4	76.44	96.14
SL1344_2964	csdA	18.26	16.17	12.25	15.56	13.81	10.14	0	7.98	16.11	32.68	21.39	23.39	9.99	11.2	7.35	9.51	25.7	17.36	13.62	18.89	19.87	19.94	26.45	22.09
SL1344_2965	ygdK	4.97	9.62	3.92	6.17	0	0	22.44	7.48	32.87	6.35	12.93	17.38	0	17.41	13.33	10.24	6.99	7.56	6.86	7.14	11.44	17.07	14.05	14.19
SL1344_2966		5.62	3.33	0.48	3.14	0	0	0	0	5.31	6.15	0	3.82	0	0	0	0	0	0	0.66	0.22	0.92	4.43	4.13	3.16
SL1344_2967	ygdL	34.58	38.53	27.47	33.53	30.97	22.74	36.99	30.23	60.22	10.47	14.21	28.3	7.47	28.7	43.95	26.7	39.7	22.84	30.16	30.9	38.09	43.89	41.18	41.05
SL1344_2968	mltA	32.76	48.29	28.1	36.38	15.17	33.41	27.18	25.25	26.55	41.03	7.83	25.13	10.97	15.82	26.91	17.9	24.46	17.55	17.73	19.91	21.05	24.61	21.66	22.44
tRNA_31	tRNA_31	39151.92	40737.48	85106.92	54998.77	15272.8	23013.93	64942.08	34409.6	18684.05	16414.36	148513.91	61204.11	39076.2	52020.98	23250.65	38115.94	37682.94	42924.71	78167.17	52924.94	50485.89	43494.9	43519.81	45833.53
SL1344_2969	amiC	36.88	34.02	30.15	33.68	26.56	53.63	15.86	32.02	46.49	49.39	25.14	40.34	9.61	30.77	44.76	28.38	55.19	41.41	39.77	45.46	78.9	69.17	76.31	74.8
SL1344_2970	argA	32.51	39.34	31.64	34.5	93.77	64.26	37.34	65.12	72.94	114.12	12.91	66.65	49.74	94.14	42.14	62	44.2	41.5	15.98	33.9	12.91	12.17	12.75	12.61
SL1344_2971	recD	3.6	7.63	8.99	6.74	13.6	13.32	32.5	19.81	18.52	18.39	3.12	13.34	9.84	17.86	19.3	15.67	10.13	7.3	2.32	6.58	5.07	5.74	4.73	5.18
SL1344_2972	recB	16.55	20.27	13.35	16.72	32.86	20.68	16.82	23.45	27.38	39.67	11.31	26.12	10.19	19.58	34.97	21.58	14.56	13.93	11.32	13.27	13.43	12.49	14.68	13.53
SL1344_2973	ptr	13.71	15.81	13.53	14.35	31.69	14.81	17.21	21.24	18.49	31.17	16.86	22.17	18.75	16.02	26.57	20.45	14.65	13.33	9.47	12.48	11.22	10.38	12.41	11.33
SL1344_2974	recC	8.05	7.23	7.47	7.58	9.87	36.25	5.9	17.34	27.36	27.54	16.99	23.96	14.28	12.01	10.51	12.27	11.94	15.14	10.64	12.57	10.03	10.25	10.07	10.12
SL1344_2975	comQ	4.58	7.61	6.78	6.33	0	38.18	0	12.73	0	0	0	0	0	0	0	0	3.23	0	5.7	2.97	4.4	4.22	4.71	4.44
SL1344_2976	comP	1.8	1.5	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48	1.49	4.84	4.64	2.32	3.94
SL1344_2977	comO	1.3	1.08	1.54	1.31	0	10.85	0	3.62	0	0	0	0	0	3.42	0	1.14	0	0	0	0	3.5	2.88	1.67	2.68
SL1344_2978	comN	0	1.3	0	0.43	0	0	21.15	7.05	0	0	6.09	2.03	0	0	0	0	0	0	1.29	0.43	0	1.15	0	0.38
SL1344_2979	thyA	32.33	39.88	32.81	35	31.44	38.47	25.03	31.65	42.79	14.17	21.64	26.2	15.16	26.71	33.46	25.11	24.7	20.03	13.78	19.5	9.93	4.76	9.03	7.91
SL1344_2980	lgt	45.26	48.02	41.18	44.82	28.53	20.95	0	16.49	49.93	25.72	22.91	32.85	6.88	33.05	30.36	23.43	35.39	32.52	18.75	28.89	18.67	23.45	31.04	24.39
SL1344_2981	ptsP	60.41	58.83	45.04	54.76	51.86	68	44.25	54.7	66.99	61.37	29.32	52.56	26.79	36.05	69.66	44.17	38.15	34.28	29.49	33.97	35.61	32.82	35.18	34.54
SL1344_2982	nudH	160.52	163.14	92.57	138.74	94.19	115.27	318.79	176.08	100.74	84.91	54.03	79.89	34.06	29.1	83.54	48.9	54.53	37.9	49.31	47.25	50.49	43.81	56.22	50.17
SL1344_2983	mutH	18.99	20.15	12.49	17.21	47.89	8.79	42.9	33.19	41.9	12.14	4.12	19.39	8.66	2.77	38.23	16.55	14.85	4.82	14.87	11.51	23.91	22.92	29.31	25.38
SL1344_2984	ygdQ	97.72	120.41	64.55	94.23	35.01	94.25	83.64	70.96	40.85	67.07	8.03	38.65	0	10.81	28.98	13.26	20.27	18.78	22.16	20.4	27.65	32.57	56.61	38.94
SL1344_2985	ygdR	30.28	30.72	19.92	26.97	38.17	28.02	0	22.06	22.27	12.9	0	11.72	0	26.53	13.54	13.36	18.94	3.84	11.15	11.31	20.67	26.01	19.03	21.91
SL1344_2986	tas	16.22	22.25	15.86	18.11	0	17.62	0	5.87	32.67	32.46	11.01	25.38	5.79	14.83	19.87	13.49	13.9	20.12	23.38	19.13	15.44	16.88	16.32	16.21
SL1344_2987	ygeD	14.03	17.73	13.36	15.04	27.69	20.33	24.81	24.27	8.08	9.36	4.76	7.4	40.05	19.24	17.19	25.5	7.73	15.32	11.63	11.56	11.01	10.11	10.98	10.7
SL1344_2988	aas	10.53	17.77	11.26	13.19	23.12	16.98	0	13.37	31.47	28.66	3.98	21.37	13.94	9.82	15.04	12.93	11	8.92	8.16	9.36	10.18	8.63	11.01	9.94
OmrA	OmrA	144.98	127.44	65.63	112.68	386.99	284.15	231.13	300.76	225.76	163.53	199.78	196.36	139.95	156.9	240.26	179.04	96.02	48.66	155.47	100.05	39.3	75.35	74.56	63.07
OmrB	OmrB	103.54	28.65	20.43	50.87	0	359.36	116.93	158.76	285.52	198.55	134.76	206.28	920.41	566.97	173.64	553.67	194.3	285.54	364.65	281.5	92.78	123.89	82.1	99.59
SL1344_2989	galR	8.56	9.48	9.71	9.25	48.56	41.6	0	30.05	61.38	27.36	13.93	34.22	35.12	35.63	31.59	34.11	22.09	21.17	14.19	19.15	20.55	17.86	19.08	19.16
SL1344_2990		5.74	10.72	4.67	7.05	89.55	23.91	9.72	41.06	23.75	24.77	16.81	21.78	17.67	11.32	49.1	26.03	23.23	15.56	19.62	19.47	17.36	11.89	15.5	14.92
SL1344_2991	lysA	104.03	97.94	97.01	99.66	131.86	140.38	15.75	96	173.08	196.14	34.04	134.42	23.84	54.99	63.15	47.33	21.27	21.89	11.08	18.08	4.02	4.07	5.83	4.64
SL1344_2992	lysR	2.35	3.26	4.64	3.42	0	13.07	0	4.36	15.57	0	3.06	6.21	6.44	8.25	3.16	5.95	1.1	3.58	3.9	2.86	1.2	2.89	3.63	2.57
SL1344_2993	ygeA	30.08	20.67	22.11	24.29	23.54	25.92	0	16.49	20.6	23.87	24.3	22.92	17.02	21.81	8.35	15.73	23.36	10.65	12.89	15.64	20.32	15.28	12.8	16.13
SL1344_2994	araE	3.1	0.43	1.22	1.59	0	0	0	0	6.85	3.97	0	3.6	0	2.72	6.25	2.99	4.37	2.36	4.29	3.67	7.55	8	6.78	7.44
SL1344_2995	kduD	3.85	1.6	1.14	2.2	0	8.03	0	2.68	0	0	0	0	0	5.07	0	1.69	4.07	2.2	0	2.09	7.77	11.71	7.19	8.89
SL1344_2996	kduI	3.51	2.91	0.52	2.31	0	21.92	0	7.31	0	0	0	0	0	0	0	0	1.23	0	2.18	1.14	3.03	2.26	3.61	2.97
SL1344_2997	yqeF	9.34	7.24	8.48	8.35	98.88	77.79	50.62	75.76	70.05	138.49	46.19	84.91	71.52	76.91	140.32	96.25	57.83	58.26	27.34	47.81	16.26	14.67	16.17	15.7
SL1344_2998		8.5	9.88	8.55	8.98	28.92	7.08	0	12	22.5	6.52	0	9.67	0	17.87	13.68	10.52	4.78	6.79	5.63	5.74	10.12	10.95	14.64	11.9
SL1344_2999		6.09	20.21	12.61	12.97	17.26	0	0	5.75	20.14	11.67	0	10.6	12.49	16	42.87	23.78	10.71	8.68	3.78	7.72	8.77	7.28	10.17	8.74
SL1344_3000		10.14	22.79	9.89	14.28	0	19.88	0	6.63	0	4.58	2.33	2.3	0	1.57	7.21	2.92	4.2	2.04	2.47	2.9	11	10.33	11.82	11.05
SL1344_3001	yohL	59.32	53.73	22.35	45.13	122.36	179.68	365.39	222.48	374.75	330.92	31.58	245.75	44.25	49.61	206.19	100.02	132.82	95.39	185.45	137.89	359.32	334.54	422.96	372.27
SL1344_3002	yohM	0.88	0.73	3.12	1.57	9.95	0	0	3.32	0	0	0	0	28.79	4.61	0	11.14	11.11	3	11.63	8.58	15.16	14.86	17.37	15.8
SL1344_3003	STM3025	1.05	5.23	3.11	3.13	11.92	17.5	28.48	19.3	6.95	24.18	8.21	13.11	8.62	8.29	12.69	9.86	4.44	7.19	5.22	5.62	8.47	8.12	8.65	8.41
SL1344_3004	STM3025.1N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03	3.27	2.37	3.23	3.85	5.8	6.26	5.3
SL1344_3005	STM3026	3.41	5.66	1.61	3.56	0	5.68	0	1.89	4.51	10.46	0	4.99	0	0	0	0	1.92	2.33	1.13	1.79	7.59	8.28	7.89	7.92
SL1344_3006	stdC	0	1.64	0.58	0.74	0	0	0	0	0	3.79	0	1.26	0	0	3.97	1.32	0	2.25	0	0.75	4.55	5.81	5.33	5.23
SL1344_3007	stdB	0	0.49	0.17	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.34	0.49	0.41	1.92	1.19	1.14	1.42
SL1344_3008	stdA	0	0	1.22	0.41	0	0	0	0	13.67	0	0	4.56	0	0	0	0	0	1.18	0	0.39	2.38	2.28	1.06	1.91
SL1344_3009		38.3	31.79	8.93	26.34	65.82	9.67	31.45	35.65	69.12	75.66	0	48.26	9.52	18.3	37.36	21.73	17.97	17.22	25	20.06	36.99	38.45	41.48	38.97
SL1344_3010		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	3.12	1.13	2.06	10.51	10.08	10.91	10.5
STnc290	STnc290	112.83	85.87	89.06	95.92	0	78.32	0	26.11	186.69	72.12	0	86.27	0	148.28	0	49.43	52.93	128.76	101.29	94.33	144.44	204.24	162	170.23
SL1344_3011		38.7	67.31	33.82	46.61	146.34	61.4	0	69.24	158.54	106.01	64.75	109.77	15.12	58.12	96.42	56.55	127.08	117.76	102.31	115.72	169.84	198.78	239.3	202.64
SL1344_3012		119.54	136.8	74.59	110.31	403.18	269.13	43.78	238.7	641.48	371.73	100.92	371.38	26.51	84.92	234.07	115.17	200.08	213.84	216.86	210.26	294.06	333.06	373.04	333.39
SL1344_3013		0.91	3.02	1.62	1.85	185.81	98.53	49.32	111.22	355.31	348.98	131.45	278.58	246.4	387.45	373.56	335.8	207.47	213.91	144.78	188.72	34.6	51.93	38.61	41.71
tRNA_32	tRNA_32	3006.97	2670.43	3491.87	3056.43	2020.63	1920.02	7809	3916.55	2357.59	2169.87	5277.17	3268.21	1633.47	5865.66	2993.99	3497.71	4423.78	5559.67	3472.88	4485.45	6832.17	7753.34	4071.04	6218.85
SL1344_3014		46.44	37.75	39.52	41.24	0	16.12	0	5.37	12.81	11.13	26.44	16.79	15.88	7.63	46.73	23.41	23.15	9.94	20.04	17.71	30.84	25.65	42.05	32.85
IsrO	IsrO	3.67	0	0	1.22	0	0	0	0	169.89	0	0	56.63	30.09	28.92	14.76	24.59	20.64	4.18	15.19	13.34	19.72	20.25	18.86	19.61
SL1344_3015	idi	64.59	53.63	31.07	49.76	0	89.68	0	29.89	53.44	87.74	10.51	50.56	11.04	28.3	81.24	40.19	35.99	16.89	23.42	25.43	42.89	27.74	32.18	34.27
SL1344_3016	lysS	93.31	99.54	106.18	99.68	120.66	88.6	117.93	109.06	188.78	172.44	77.39	146.2	111.08	97.85	151.77	120.23	127.24	102.62	73.72	101.19	123.1	118.01	107.79	116.3
SL1344_3017	prfB	180.63	169.77	117.01	155.8	208.78	238.46	73.89	173.71	189.46	256.18	53.23	166.29	44.74	93.16	106.99	81.63	133.34	101.9	112.4	115.88	166.48	168.38	193.51	176.12
SL1344_3018	recJ	27.93	33.03	33.57	31.51	43.21	52.88	11.47	35.85	81.22	45.45	14.87	47.18	17.36	50.06	47.69	38.37	45.27	40.57	25.25	37.03	44.69	38.64	39.07	40.8
SL1344_3019	dsbC	41.35	28.91	27.05	32.44	86.41	63.45	73.73	74.53	57.61	66.77	16.99	47.13	71.43	40.04	21.9	44.46	44.41	36.01	42.38	40.93	57.67	61.7	40.57	53.31
SL1344_3020	xerD	36.83	31.94	35.37	34.72	9.29	13.64	33.28	18.73	86.68	15.7	6.39	36.25	13.43	12.91	36.24	20.86	27.65	27.09	16.28	23.67	35.84	31.94	38.31	35.36
SL1344_3021	fldB	49.27	30.39	30.83	36.83	15.97	11.73	0	9.23	37.27	59.39	10.99	35.88	34.65	11.1	28.33	24.69	27.74	22.49	24.5	24.91	34.06	30.58	37.65	34.09
SL1344_3022	ygfX	88.79	78.14	54.66	73.86	80.58	118.34	96.26	98.39	70.52	81.73	62.4	71.55	87.43	32.67	64.33	61.48	77.48	66.87	54.45	66.27	64.11	64.73	63.93	64.25
SL1344_3023	ygfY	242.63	185.41	89.77	172.61	187.67	183.73	37.36	136.26	164.23	348.96	10.77	174.65	113.12	108.7	77.68	99.83	85.37	66.07	57.12	69.52	76.24	90.34	65.23	77.27
SL1344_3024	ygfZ	20.21	21.12	15.95	19.09	50.94	49.87	20.28	40.36	44.58	54.53	35.06	44.72	85.97	57.04	63.25	68.76	27.39	30.74	17.36	25.16	20.69	20.66	15.4	18.92
SL1344_3025	yqfA	173.61	154.3	141.64	156.52	214.63	139.06	180.98	178.22	81.02	98.17	39.11	72.77	54.79	64.35	107.5	75.55	100.25	67.31	62.71	76.76	62.83	69.66	82.71	71.73
SL1344_3026	yqfB	18.87	9.79	20.94	16.53	26.75	39.29	0	22.01	15.61	18.09	9.21	14.3	0	30.99	18.98	16.66	16.6	13.46	7.82	12.62	8.15	11.29	13.95	11.13
SL1344_3027	bglA	17.4	13.6	12.12	14.37	69.67	72.47	13.87	52.01	47.42	45.15	21.98	38.18	42	48.43	30.9	40.44	25.93	25.7	10.6	20.74	7.67	7.16	6.32	7.05
SL1344_3028		0	0.68	0	0.23	0	0	0	0	0	0	3.21	1.07	0	2.16	3.31	1.82	1.16	0.94	1.36	1.15	5.05	2.12	3.59	3.58
SL1344_3029	gcvP	33.95	32.64	27.96	31.52	101.36	72.3	51.89	75.18	118.26	163.5	37.88	106.55	46.08	50.99	46.23	47.77	18.68	26.22	9.31	18.07	10.78	9.59	10.7	10.36
SL1344_3030	gcvH	190.42	198.79	127.23	172.15	363.61	549.67	204.4	372.56	436.72	636.31	206.12	426.38	30.94	128.84	212.47	124.08	55.72	55.94	23.44	45.03	17.38	18.74	27.64	21.25
SL1344_3031	gcvT	43.58	47.87	43.26	44.9	91.26	94.93	136.27	107.49	150.85	151.7	47.12	116.55	71.51	61.67	72.85	68.68	19.81	29.07	5	17.96	11.07	11.35	10.34	10.92
SL1344_3032	visC	24.41	28.37	36.12	29.63	55.38	35.58	33.07	41.34	44.42	28.08	21.44	31.31	25.03	14.43	29.47	22.98	26.62	31.33	23.26	27.07	27.42	24.26	25.1	25.59
SL1344_3033	ubiH	37.98	43.94	36.49	39.47	42.38	25.93	33.75	34.02	70.05	50.14	29.17	49.79	56.2	63.82	52.62	57.55	67.47	46.18	31.47	48.37	52.12	51.34	51.23	51.57
SL1344_3034	pepP	46.88	42.65	41.06	43.53	36.43	58.84	0	31.76	68.01	66.5	20.06	51.52	47.43	57.39	67.2	57.34	40.67	33.71	36.19	36.86	55	51.07	58.46	54.84
SL1344_3035	ygfB	62.17	74.79	33.05	56.67	71.97	31.71	34.39	46.02	25.19	38.93	54.5	39.54	52.06	40.02	51.07	47.72	28.57	46.34	35.75	36.89	55.06	62.13	57.43	58.21
SL1344_3036	ygfE	91.42	92.79	52.79	79	202.32	130.24	0	110.85	103.44	256.49	34.82	131.58	54.88	117.18	89.72	87.26	191.38	147.55	127.48	155.47	267.99	240.47	182.3	230.25
