Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_4040	hslU	24.24	39.34	39.47	34.35	212.54	243.26	291.22	249.01	193.28	272.61	90.36	185.42	99.47	163.66	257.26	173.46	151.23	148.4	115.52	138.38	82.11	77.09	67.31	75.5
SL1344_4041	hslV	40.13	33.32	36.04	36.5	47.1	46.11	18.75	37.32	91.58	74.3	32.42	66.1	34.06	32.73	55.69	40.83	31.16	42.64	21.79	31.86	17.54	23.94	20.99	20.83
SL1344_4042	ftsN	59.49	70.02	40.12	56.54	8.54	50.18	10.2	22.97	59.8	43.32	23.52	42.21	6.18	21.77	51.52	26.49	15.9	30.93	29.95	25.59	49.45	45.46	47.63	47.52
SL1344_4043	cytR	7.16	7.72	5.08	6.65	24.35	47.68	19.39	30.48	37.88	60.37	11.17	36.48	41.1	24.45	46.08	37.21	17.12	17.96	10.67	15.25	5.77	5.27	8.46	6.5
SL1344_4044	priA	13.68	10.53	10.47	11.56	3.79	5.56	0	3.11	11.04	17.92	2.61	10.52	0	4.39	9.4	4.6	5.64	7.23	5.53	6.13	5.25	5.53	5.58	5.45
SL1344_4045	rpmE	1432.22	1548.08	358.39	1112.9	1138.15	778.05	187.52	701.24	1167.67	1034.89	135.07	779.21	198.71	163.67	222.78	195.05	404.12	473.74	192.07	356.65	357.38	440.69	322.93	373.67
SL1344_4046		7.76	2.76	6.56	5.69	12.57	0	30.03	14.2	22	17	4.33	14.44	27.27	2.91	4.46	11.55	7.8	3.79	9.18	6.92	15.32	14.68	15.67	15.22
IsrP	IsrP	0	12.43	8.86	7.1	0	0	0	0	99.06	19.13	0	39.4	0	0	0	0	14.04	17.08	24.81	18.64	24.91	38.57	26.94	30.14
SL1344_4047		1.64	3.06	1.7	2.13	4.65	6.83	0	3.82	2.71	3.14	3.2	3.02	0	6.46	1.65	2.7	6.34	7.48	10.19	8	19.98	17.5	17.49	18.32
SL1344_4048	metJ	62.47	65.31	24.65	50.81	209.97	154.17	31.35	131.83	61.25	115.35	54.2	76.93	37.97	36.49	37.25	37.23	133.5	134.65	141.87	136.68	255	296.42	299.26	283.56
SL1344_4049	metB	11.38	16.27	17.59	15.08	21.52	15.8	0	12.44	33.47	19.4	4.94	19.27	10.38	6.65	20.36	12.46	39.15	41.13	48.2	42.83	86.92	87.06	90.07	88.02
SL1344_4050	metL	13.57	16.02	9.46	13.02	17.11	15.07	8.17	13.45	21.95	16.19	11.77	16.64	4.95	11.1	30.34	15.46	31.41	37.51	37.98	35.63	64.97	63.17	72.2	66.78
SL1344_4051		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0.39	1.57	3.76	3.93	3.09
SL1344_4052		0	1.22	0	0.41	0	0	0	0	0	0	0	0	0	0	8.87	2.96	0	1.68	0	0.56	4.23	2.44	4.35	3.67
SL1344_4053		2.61	5.96	0.39	2.99	0	10.87	0	3.62	21.59	12.51	2.55	12.22	5.35	18.87	10.5	11.57	2.76	4.47	5.41	4.21	6.26	6.25	7.22	6.58
SL1344_4054		1.41	0.78	1.4	1.2	37.43	51.04	31.94	40.14	18.72	47	9.2	24.97	23.21	27.26	43.63	31.36	17.25	13.98	12.5	14.58	10.14	8.68	8.85	9.22
SL1344_4055	metF	18.95	10.26	12.68	13.97	9.35	41.19	0	16.84	27.27	56.89	16.09	33.41	27.05	15.16	9.95	17.39	25.52	24.45	33.46	27.81	39.56	50.36	48.53	46.15
SL1344_4056	katG	11.44	12.01	10.75	11.4	11.45	28.02	13.68	17.72	20.04	37.42	5.25	20.9	22.08	15.92	8.12	15.38	10.89	11.13	11.71	11.24	13.05	15.73	16.87	15.22
SL1344_4057	yijF	0	0.98	1.39	0.79	13.36	0	0	4.45	7.79	0	0	2.6	0	0	9.48	3.16	4.97	4.03	0.98	3.33	4.97	5.2	4.84	5.01
SL1344_4058	gldA	5.32	12.14	5.51	7.66	52.8	27.69	27.03	35.84	30.8	48.45	25.96	35.07	0	33.21	53.52	28.91	16.84	24.28	23.14	21.42	12.77	10.53	14.88	12.72
SL1344_4059	talC	14.4	11.04	7.87	11.1	0	27.68	30.03	19.24	29.33	12.75	8.65	16.91	9.09	20.38	13.38	14.28	15.59	16.44	12.85	14.96	16.17	14.28	12.82	14.42
SL1344_4060	ptsA	2.93	2.19	0.87	2	3.33	2.44	0	1.92	5.82	2.25	1.14	3.07	12.03	7.71	9.44	9.73	4.13	6.69	7.53	6.12	19.82	17.27	21.27	19.45
SL1344_4061	frwC	0	0	0.8	0.27	0	5.66	0	1.89	0	0	2.65	0.88	0	0	0	0	0.96	2.33	2.25	1.85	4.18	3.5	3.85	3.84
SL1344_4062	frwB	2.29	3.81	2.71	2.94	0	57.27	217.41	91.56	60.67	43.95	53.69	52.77	0	24.1	110.69	44.93	25.81	13.08	11.4	16.76	6.16	5.06	7.07	6.1
SL1344_4063	pflD	4.47	4.24	3.4	4.04	21.73	34.58	34.61	30.31	27.47	23.27	12.47	21.07	23.58	26.85	30.84	27.09	17.98	16.03	12.44	15.48	10.05	8.82	9.61	9.49
SL1344_4064	pflC	10.86	9.02	10.88	10.25	28.43	27.83	79.24	45.17	60.81	32.04	32.61	41.82	41.13	46.11	53.79	47.01	24.69	27.64	27.69	26.67	26.95	28.91	27.92	27.93
SL1344_4065	frwD	4.16	10.35	2.46	5.65	0	34.61	0	11.54	55	23.9	0	26.3	0	27.3	16.72	14.68	20.47	18.97	13.77	17.74	33.51	14.53	19.23	22.43
SL1344_4066	yijO	11.2	12.16	6.12	9.83	0	0	46.72	15.57	22.81	23.14	10.09	18.68	14.14	15.86	17.34	15.78	3.64	8.85	6.43	6.31	3.31	6.66	10.19	6.72
SL1344_4068	yijP	46.98	37.59	41.84	42.14	57.61	63.45	80.29	67.12	98.03	103.88	28.09	76.67	38.2	71.19	98.79	69.39	41.69	50.71	20.69	37.7	25.19	18.07	22.42	21.89
STnc1600	STnc1600	41.91	17.4	12.4	23.9	0	0	0	0	0	120.55	0	40.18	0	82.61	0	27.54	73.73	59.78	8.68	47.4	32.19	15.43	13.47	20.36
SL1344_4069	ppc	135.84	143.32	130.53	136.56	134.96	124.44	71.23	110.21	168.45	167.64	55.09	130.39	72.64	92.35	115.8	93.6	44.78	52.41	27.51	41.57	26.14	25.77	30.95	27.62
SL1344_4070	argE	45.88	42.85	28.67	39.13	72.29	79.62	69.08	73.66	84.34	85.53	32.34	67.41	52.29	70.34	76.94	66.52	33.18	43.63	25.87	34.23	26.92	26.98	28.51	27.47
SL1344_4071	argC	243.25	226.82	128.43	199.5	132.59	127.78	118.79	126.39	207.88	285.76	54.19	182.61	167.83	163.2	79.38	136.81	73	69.19	42.98	61.72	63.12	59.97	55.04	59.38
SL1344_4072	argB	61.43	69.05	55.39	61.96	139.39	165.33	486.69	263.8	231.43	257.36	70.11	186.3	54.29	119.24	72.27	81.93	57.2	65.79	32.89	51.96	58.44	54.63	66.11	59.72
SL1344_4073	argH	37.31	40.27	55.53	44.37	229.77	208.67	368.37	268.94	352.75	472.21	68.68	297.88	153.08	224.15	98.68	158.63	81.77	76.03	47.7	68.5	59.16	57.69	52.63	56.49
OxyS	OxyS	267.26	144.48	55.19	155.64	70.51	103.54	84.23	86.09	41.13	0	0	13.71	0	16.34	100.06	38.8	8.75	28.37	77.26	38.13	11.93	22.88	73.52	36.11
SL1344_4074	oxyR	158.36	143.43	99.43	133.74	108.88	119.92	10.84	79.88	84.69	141.1	24.98	83.59	52.5	73.58	67.6	64.56	78.8	61.15	66.94	68.96	111.19	93.34	126.28	110.27
SL1344_4075	udhA	10.48	11.31	8.06	9.95	5.94	52.36	0	19.44	48.54	56.26	4.09	36.3	25.79	27.54	46.39	33.24	16.96	21.52	16.5	18.33	15.09	16.01	18.32	16.47
SL1344_4076	yijC	69.3	85.34	57.43	70.69	78.62	115.45	140.86	111.64	129.95	115.17	67.64	104.25	85.3	54.64	92.97	77.64	66.65	56.67	52.64	58.65	67.86	79.94	87.32	78.38
SL1344_4077	yijD	51.07	50.88	31.44	44.47	139.06	170.17	166.11	158.45	94.64	148.87	55.84	99.78	0	37.59	164.45	67.34	69.01	67.61	93.11	76.57	98.07	112.82	113.47	108.12
SL1344_4078	trmA	8	11.07	5.13	8.07	15.13	55.54	0	23.56	17.65	25.57	2.6	15.27	5.47	1.75	2.68	3.3	11.26	15.22	16.02	14.17	31.49	30.68	27.78	29.98
SL1344_4079	btuB	13.22	17.11	9.21	13.18	13.23	6.48	15.81	11.84	12.87	31.32	7.59	17.26	15.95	9.2	32.87	19.34	12.59	12.43	9.02	11.35	22.4	22.05	23.5	22.65
SL1344_4080	murI	42.23	37.21	18.88	32.77	39.11	35.89	0	25	57.04	46.27	13.46	38.92	35.36	29.45	65.9	43.57	23.05	32.45	32.14	29.21	43.69	59.65	49.42	50.92
SL1344_4081	murB	17.12	17.18	20.27	18.19	16.19	23.77	9.67	16.54	37.77	35.57	5.57	26.3	11.71	20.63	11.49	14.61	18.07	20.35	10.64	16.36	28.49	33.1	29.9	30.5
SL1344_4082	birA	17.53	15.19	13.09	15.27	8.65	6.35	20.66	11.89	25.23	11.7	14.88	17.27	12.51	22.04	27.62	20.72	17.17	24.36	21.48	21	31.33	29.19	32.94	31.15
SL1344_4083	coaA	18.53	16.66	9.6	14.93	17.52	12.86	10.46	13.61	40.87	50.33	21.1	37.44	12.67	26.38	21.75	20.27	10.87	20.26	8.32	13.15	8	4.55	8.93	7.16
SL1344_4084		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51	1.17	3.26	1.56	3.27	2.7
tRNA_45	tRNA_45	6376.57	4329.91	10606.73	7104.4	3235.65	3393.97	5245.44	3958.36	2292.1	2148.66	7755.53	4065.43	14627.24	8272.96	3238.8	8713	6322.32	5521.48	7014.5	6286.1	5883.48	6195.39	5097.41	5725.42
tRNA_46	tRNA_46	1051.7	1172.67	2195.5	1473.29	741.74	412.1	1275.47	809.77	535.72	600.55	3045.12	1393.8	3308.15	1915.78	1531.48	2251.81	5536.26	4214.12	6306.45	5352.27	9342.97	7897.06	9008.42	8749.49
tRNA_47	tRNA_47	16847.72	13026.89	4115.33	11329.98	5273.4	9550.93	1119.86	5314.73	5537.51	4199.38	3750.89	4495.92	20512.28	13575.22	3367.57	12485.02	14102.1	10679.83	7789.52	10857.15	9850.03	10964.2	4377.62	8397.28
tRNA_48	tRNA_48	867.05	769.65	620.38	752.36	418.56	339.91	0	252.82	269.32	391.06	777.42	479.27	1814.36	546.04	368.69	909.7	882.29	916.73	1471.36	1090.12	894.71	867.62	1478.31	1080.22
SL1344_4085	tufB	701.55	808.65	555.94	688.71	1179.02	986.99	448.15	871.39	1021.11	1076.37	258.9	785.46	912.78	653.63	356.71	641.04	459.67	466.22	220.67	382.19	397	421.75	371.28	396.68
SL1344_4086	secE	444.26	486.48	366.14	432.29	434.48	287.11	441.14	387.58	582.97	550.81	179.44	437.74	62.85	266.75	354.53	228.04	312.63	286.26	180.9	259.93	297.1	301.74	304.32	301.05
SL1344_4087	nusG	148.03	222.33	129.85	166.74	198.46	179.35	54.71	144.17	240.47	258.05	89.32	195.95	55.21	120.26	167.9	114.46	231.06	179.67	133.82	181.52	319.38	303.71	293.45	305.51
SL1344_4088	rplK	541.49	591.82	453.43	528.91	563.76	628.04	255.43	482.41	748.49	479.75	107.05	445.1	196.85	288.25	268.97	251.36	677.69	649.22	428.84	585.25	954.21	984.8	962.82	967.28
SL1344_4089	rplA	973.02	1154.65	781.36	969.68	933.66	928.52	409.41	757.2	965.26	954.91	183.04	701.07	435.97	369.65	553.47	453.03	825.48	678.82	602.57	702.29	1050.61	1116.89	1113.64	1093.71
SL1344_4090	rplJ	1137.74	1468.94	870.94	1159.21	1004.46	1155.45	439.94	866.62	1152.43	1420.54	270.8	947.92	920.27	752.46	671.14	781.29	1084.14	1044.07	616.31	914.84	1355.01	1361.49	1287.56	1334.69
SL1344_4091	rplL	3452.04	4202.2	2679.89	3444.71	3920.78	3414.43	1797.14	3044.12	3989.48	3621.95	894.38	2835.27	461.66	1056.26	2547.46	1355.13	1982.42	1692.22	1848.24	1840.96	2852.83	2797.82	2854.82	2835.15
SL1344_4092	rpoB	248.17	278.9	225.16	250.74	367.68	382.2	197.39	315.76	336.2	388.96	109.48	278.21	256.98	320.16	281.4	286.18	274.71	241.44	137.6	217.92	182.15	183.88	175.91	180.65
SL1344_4093	rpoC	200.94	210.94	174.26	195.38	360.55	376.13	157.68	298.12	358.61	411.63	120.02	296.75	366.24	397.59	297.77	353.87	237.58	240	128.8	202.13	133.52	129.8	116.16	126.49
SL1344_4094		0	7.54	4.03	3.86	25.76	0	0	8.59	0	34.83	8.87	14.57	0	23.87	27.42	17.1	9.59	10.36	11.29	10.41	4.36	5.85	5.26	5.16
SL1344_4095		4.26	3.54	0	2.6	24.19	0	0	8.06	0	0	8.32	2.77	0	11.21	25.74	12.32	0	0	1.77	0.59	1.64	2.35	4.39	2.79
SL1344_4096	sseK1	5.08	3.01	6.88	4.99	57.67	54.44	39.36	50.49	52.86	33.42	25.52	37.27	17.88	41.99	58.45	39.44	15.33	17.4	7.82	13.52	8.37	7.75	10.46	8.86
SL1344_4097		0	0	2.31	0.77	0	0	0	0	0	0	0	0	0	20.51	0	6.84	0	13.36	9.7	7.68	20.97	18.67	47.15	28.93
SL1344_4098	thiH	5.18	3.22	0.77	3.06	7.34	0	0	2.45	0	2.48	0	0.83	5.31	0	5.21	3.51	0.91	2.95	4.29	2.72	4.47	3.34	6.49	4.77
SL1344_4099	thiG	0.95	0	2.26	1.07	0	0	0	0	0	0	0	0	0	2.5	11.5	4.67	1.34	0	3.16	1.5	6.58	3.51	6.12	5.4
SL1344_4100	thiS	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64	0	3.21	0	0	3.04	1.01	0	1.35	0.94	0.76
SL1344_4101	thiF	2.9	7.23	5.73	5.29	10.98	0	0	3.66	0	11.13	0	3.71	0	5.09	11.68	5.59	12.26	6.62	2.41	7.1	8.55	7.84	4.73	7.04
SL1344_4102	thiE	0	1.92	0	0.64	39.31	9.62	0	16.31	0	0	0	0	0	3.04	0	1.01	4.88	5.27	0.96	3.7	5.32	5.1	3.27	4.56
SL1344_4103	thiC	0.77	0.96	2.52	1.42	4.39	3.22	0	2.54	17.93	11.87	0	9.93	3.18	3.05	6.23	4.15	1.09	3.97	4.49	3.18	6.99	7.69	8.06	7.58
STnc1460	STnc1460	5443.79	7176.79	3157.18	5259.25	4212.35	4064.25	2994.09	3756.9	3858.72	4895.9	2036.86	3597.16	780.59	838.82	5026.74	2215.38	1451.15	1194.13	1655.43	1433.57	788.4	847.33	1631.1	1088.95
SL1344_4104	rsd	16.53	18.72	16.01	17.09	102.3	75.11	0	59.14	59.68	74.93	46.94	60.52	37	39.5	120.98	65.82	44.42	63.46	34.87	47.58	29.44	19.37	22.8	23.87
SL1344_4105	nudC	18.03	19.69	12.92	16.88	0	0	0	0	31.4	10.92	3.7	15.34	31.14	24.94	22.91	26.33	10.68	18.41	13.37	14.15	15.3	14.32	15.37	15
SL1344_4106	hemE	59.28	58.94	49.37	55.87	39.1	86.13	18.68	47.97	50.18	60.8	21.53	44.17	28.28	41.67	49.94	39.96	32.98	25.17	23.42	27.19	23.82	28.17	30.84	27.61
SL1344_4107	nfi	60.12	42.65	38.82	47.2	24.8	45.52	133.31	67.88	21.7	58.69	12.8	31.06	26.91	48.84	65.99	47.24	20	16.21	15.4	17.2	21.41	12.07	16.3	16.59
SL1344_4108	yjaG	64.64	72.24	53.72	63.53	84.61	134.61	117.92	112.38	98.72	147.79	53.39	99.97	30.6	68.61	55.03	51.42	69.98	41.14	38.11	49.74	58.24	57.66	51.78	55.9
SL1344_4109	hupA	7525.52	8383.48	4162.81	6690.6	10216.78	8849.29	6905.95	8657.34	6923.89	5884.11	2126.63	4978.21	1814.27	1424.5	3364.21	2200.99	869.03	818.48	661.38	782.96	369.67	478.49	477.74	441.97
SL1344_4110	yjaH	240.58	229.65	65.25	178.5	252.49	264.85	86.17	201.17	231.47	138.2	53.8	141.16	34.79	214.5	200.48	149.92	74.58	99.17	47.43	73.73	51.69	61.65	51.51	54.95
SL1344_4111	zraP	0	1.34	0	0.45	0	0	0	0	0	6.18	0	2.06	0	0	0	0	0	0	2.67	0.89	2.48	4.75	1.24	2.82
SL1344_4112	hydH	4.2	6.1	4.35	4.88	17.87	8.75	0	8.87	3.47	24.16	4.1	10.58	8.62	4.14	21.13	11.3	10.34	7.79	7.83	8.65	11.9	14.88	19.17	15.32
SL1344_4113	hydG	10.52	8.73	6.23	8.49	12.56	4.61	15	10.72	10.99	19.11	6.48	12.19	9.08	7.27	26.73	14.36	17.92	22.11	17.43	19.15	28.7	24.86	32.17	28.58
SL1344_4114	purD	18.78	22.2	18.52	19.83	32.27	4.74	0	12.34	15.06	8.73	8.89	10.89	9.34	19.44	18.32	15.7	23.22	14.93	5.19	14.45	11.14	16.34	13.02	13.5
SL1344_4115	purH	38.31	36.4	41.8	38.84	26.18	19.22	18.76	21.39	45.82	23.01	12.61	27.15	3.79	15.77	11.15	10.23	23.39	22.65	17.98	21.34	29.42	28.72	31.57	29.9
SL1344_4116	yjaB	33.57	41.8	26.82	34.06	38.08	55.92	159.2	84.4	22.21	6.44	6.55	11.73	41.31	57.35	13.51	37.39	25.98	22.98	26.42	25.13	24.49	28.42	20.28	24.4
SL1344_4117	metA	3.16	3.93	2.34	3.14	0	13.15	21.4	11.52	20.9	6.06	0	8.98	6.48	2.08	3.18	3.91	7.78	9.91	9.16	8.95	14.86	17.44	10.56	14.28
SL1344_4118	aceB	1.37	2.28	2.17	1.94	0	11.45	0	3.82	24.25	19.33	3.58	15.72	3.76	16.86	18.44	13.02	9.67	10.46	9.49	9.87	4.93	4.89	5.07	4.96
SL1344_4119	aceA	3.94	4.2	7.99	5.38	6.38	9.37	0	5.25	18.61	17.26	2.2	12.69	0	31.04	18.11	16.38	11.87	8.99	8.39	9.75	4.32	4.76	5.35	4.81
SL1344_4120	aceK	6.28	6.61	1.74	4.88	9.5	10.47	0	6.66	19.4	9.64	1.64	10.23	20.62	13.21	8.43	14.09	8.25	21.51	5.55	11.77	8.04	15.11	8.94	10.7
SL1344_4121		10.14	12.63	5	9.26	19.17	28.15	0	15.77	0	0	0	0	0	17.77	6.8	8.19	0	7.71	0	2.57	0	3.73	3.91	2.55
SL1344_4122	iclR	7.12	13.3	16.86	12.43	0	7.41	0	2.47	5.89	0	3.48	3.12	7.3	9.36	10.75	9.14	2.51	5.08	2.95	3.51	9.57	5.57	7.32	7.49
SL1344_4123	metH	16.13	19.34	14.97	16.81	20.33	24.88	21.59	22.27	28.99	20.62	14.77	21.46	11.44	32.45	27.25	23.71	17.94	15	9.41	14.11	12.47	9.82	11.11	11.13
SL1344_4124	yjbB	19.33	29.35	19.81	22.83	48.12	19.63	70.26	46.01	28.08	48.81	9.2	28.69	7.74	30.97	64.5	34.4	18.57	22.59	23.83	21.66	23.35	21	25.21	23.19
SL1344_4125	pepE	9.58	6.19	5.67	7.15	0	8.87	0	2.96	28.18	4.08	4.16	12.14	0	8.39	17.14	8.51	5.99	3.64	7.94	5.86	7.36	5.09	7.39	6.61
SL1344_4126		0	6.03	4.3	3.44	0	0	0	0	48.06	0	0	16.02	0	19.09	29.23	16.1	0	0	0	0	5.58	8.02	3.73	5.78
SL1344_4127		21.77	47.45	18.53	29.25	46.31	45.34	0	30.55	27.02	46.97	5.31	26.43	11.17	28.61	10.95	16.91	13.41	10.87	19.17	14.48	26.65	22.54	18.2	22.46
SL1344_4128	yjbC	27.85	29.43	25.48	27.59	28.72	56.24	0	28.32	50.27	35.6	19.77	35.22	34.63	37.71	44.16	38.83	35.63	36.6	20.28	30.84	33.38	28.28	34.94	32.2
SL1344_4129	yjbD	53.93	58.2	44.69	52.27	0	112.3	36.54	49.61	17.85	206.82	10.53	78.4	22.13	35.44	65.11	40.89	26.56	24.62	26.81	26	19.67	24.82	18.03	20.84
SL1344_4130		3.9	7.12	5.08	5.36	0	12.98	0	4.33	10.32	11.96	0	7.42	0	4.1	6.27	3.46	1.1	7.12	1.94	3.38	2.69	1.72	3.21	2.54
SL1344_4131		1.01	1.67	0.6	1.09	0	0	0	0	0	0	0	0	0	0	0	0	1.42	1.15	3.34	1.97	3.48	5.56	4.92	4.66
SL1344_4132		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56	2.89	0	2.15	3.88	8.38	1.95	4.74
SL1344_4133		6.45	5.35	1.91	4.57	0	13.43	0	4.48	10.67	12.36	0	7.68	0	0	0	0	2.27	0	6.68	2.98	13	4.75	8.7	8.82
SL1344_4134		2.42	1.01	0.72	1.38	0	0	0	0	0	0	0	0	0	0	4.88	1.63	6.82	2.77	6.03	5.21	9.31	4.91	4.68	6.3
SL1344_4135		0	0	0.5	0.17	0	0	0	0	0	4.84	0	1.61	0	2.21	3.38	1.86	1.18	0	1.74	0.97	2.26	3.71	3.57	3.18
SL1344_4136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12	2.56	1.49	2.39
SL1344_4137		0.66	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.18	1.01	0.73	1.69	1.14
SL1344_4138		0	0	2.42	0.81	0	0	0	0	0	0	0	0	0	10.74	0	3.58	0	0	1.69	0.56	0.78	2.26	0.53	1.19
SL1344_4139		6.16	8.27	1.68	5.37	0	15.8	0	5.27	0	9.09	0	3.03	3.89	2.49	1.91	2.76	1.33	3.25	1.96	2.18	4.19	5.59	5.97	5.25
SL1344_4140	gtrBb	4.74	4.59	5.61	4.98	0	19.73	0	6.58	5.22	9.08	0	4.77	12.96	2.08	3.18	6.07	4.44	5.41	5.23	5.03	7.88	5.52	8.12	7.18
SL1344_4141	gtrAb	2.25	11.21	4	5.82	127.61	0	0	42.54	44.67	0	8.78	17.82	0	5.91	0	1.97	0	2.57	0	0.86	7.78	7.45	6.94	7.39
SL1344_4142		1.02	0.84	1.8	1.22	23.05	0	0	7.68	6.72	7.79	7.93	7.48	0	8.01	0	2.67	1.43	3.48	1.68	2.2	7.41	2.24	4.7	4.79
SL1344_4143		0	2.92	0	0.97	0	0	0	0	0	2.7	0	0.9	0	1.85	0	0.62	0	1.6	1.17	0.92	4.59	2.59	2.35	3.18
SL1344_4144		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	4.51	1.93
SL1344_4145		1.54	0	0.46	0.66	0	0	0	0	15.28	11.81	0	9.03	12.63	4.05	0	5.56	1.08	0.88	1.28	1.08	4.73	5.67	4.35	4.92
SL1344_4146		0.31	1.29	0.74	0.78	0	0	0	0	2.06	0	0	0.69	0	0.82	1.25	0.69	2.63	2.49	0	1.71	3.47	2.29	3.12	2.96
SL1344_4147		0	0	0	0	0	38.54	0	12.85	15.31	17.75	0	11.02	0	0	0	0	6.51	0	5.75	4.09	4.44	2.56	5.95	4.32
SL1344_4148		0	3.49	1.66	1.71	0	0	0	0	0	16.1	0	5.37	0	0	5.63	1.88	0	1.6	0	0.53	3.23	5.15	3.96	4.11
SL1344_4149		1.03	0.85	0	0.63	0	8.56	0	2.85	0	0	2.01	0.67	0	1.35	0	0.45	0.72	2.35	0.85	1.31	4.74	2.65	4.49	3.96
SL1344_4150		0	0	2.2	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.32
SL1344_4151		0	1.34	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	2.27	0	0	0.76	0.62	0	0.41	0.34
SL1344_4152		2.34	1.94	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94	0.65	4.48	10.32	5.41	6.74
SL1344_4153		2.42	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	1.71	0	0	0.57	0.47	3.57	2.49	2.18
SL1344_4154		2.56	2.12	0	1.56	28.99	0	0	9.66	0	0	0	0	41.94	0	0	13.98	0	0	2.12	0.71	3.93	4.7	4.6	4.41
SL1344_4155		2.11	0	1.25	1.12	71.93	0	0	23.98	27.98	0	0	9.33	17.34	0	8.51	8.62	5.95	7.24	5.25	6.15	24.35	22.57	32.61	26.51
SL1344_4156	lysC	13.59	13.99	17.38	14.99	30.84	67.93	22.1	40.29	57.57	77.15	14.86	49.86	13.38	20.01	26.26	19.88	8.42	7.44	6.76	7.54	7.31	10.41	10.21	9.31
SL1344_4157	pgi	44.03	49.11	50.55	47.9	65.59	74.1	12.05	50.58	73.59	46.06	12.16	43.93	40.14	26.89	53.7	40.24	27.54	30.45	24.32	27.44	23.06	23.09	23.67	23.27
SL1344_4158	yjbE	6.06	5.03	8.97	6.69	0	75.73	123.21	66.31	120.34	46.49	11.83	59.56	0	7.97	36.59	14.85	17.06	3.46	5.02	8.51	3.49	7.81	3.12	4.81
SL1344_4159	yjbF	1.1	1.82	3.25	2.06	0	0	0	0	0	4.21	0	1.4	0	2.89	0	0.96	7.73	2.51	3.64	4.62	4.64	6.06	4.24	4.98
SL1344_4160	yjbG	0	0	0	0	0	8.29	0	2.76	0	7.63	0	2.54	0	2.62	4.01	2.21	2.8	1.14	1.65	1.86	1.53	3.3	3.07	2.63
SL1344_4161	yjbH	6.3	4.07	3.52	4.63	15.88	5.83	0	7.24	13.89	16.1	5.46	11.82	5.74	10.12	9.86	8.57	7.88	5.59	6.38	6.62	13.84	13.27	11.7	12.94
SL1344_4162	yjbA	35.78	38.61	23.3	32.56	243.52	372.51	412.09	342.71	331.48	343.02	118.73	264.41	58.71	220.98	345.58	208.42	153.57	153.1	84.49	130.39	57.71	48.08	65.32	57.03
SL1344_4163	malG	4.94	3.42	1.95	3.44	0	0	0	0	0	6.32	0	2.11	0	6.5	26.53	11.01	0	3.76	3.41	2.39	5.38	9.1	5.3	6.59
SL1344_4164	malF	1.9	2.37	0.56	1.61	0	3.96	0	1.32	6.29	7.29	0	4.52	7.8	8.74	15.29	10.61	2.67	2.71	2.36	2.58	3.47	3.15	2.44	3.02
SL1344_4166	malE	3.06	3.05	2.53	2.88	13.88	10.19	0	8.02	8.1	18.77	9.55	12.14	15.06	11.25	24.62	16.98	11.19	9.77	12.67	11.21	7.75	6.76	7.86	7.46
SL1344_4167	malK	1.32	0.55	1.57	1.15	0	0	0	0	8.75	7.61	5.16	7.18	16.28	19.12	23.96	19.79	4.65	5.28	6.58	5.5	5.08	5.11	4.42	4.87
SL1344_4168	lamB	4.86	7.17	6.71	6.25	30.63	17.99	14.64	21.09	10.72	8.29	16.87	11.96	4.43	12.78	36.95	18.05	9.88	11.71	7.61	9.73	10.79	7.95	8.47	9.07
SL1344_4169	malM	4	1.33	6.63	3.99	0	0	0	0	15.88	33.74	6.25	18.62	6.56	6.31	32.19	15.02	11.26	6.39	8.62	8.75	7.37	11.78	7.82	8.99
STnc2130	STnc2130	40.74	6.77	14.47	20.66	0	0	0	0	53.93	0	0	17.98	0	85.67	0	28.56	11.47	9.3	13.51	11.42	9.39	6	0	5.13
SL1344_4170	ubiC	32.46	36.75	34.07	34.43	33.48	61.46	79.99	58.31	68.36	39.62	0	35.99	24.22	34.91	23.76	27.63	39.46	30.31	24.46	31.41	23.8	33.68	28.84	28.78
SL1344_4171	ubiA	22.71	25.14	14.44	20.76	28.62	7.01	45.59	27.07	22.27	12.9	22.99	19.39	6.9	35.37	50.78	31.02	35.51	30.71	17.42	27.88	24.23	24.46	25.74	24.81
