Locus Tag	gene	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
ChiX	ChiX	61192.21	65530.28	38054.68	54925.72
SL1344_0489	ybaP	18.8	20.06	20.9	19.92
SL1344_0490		8.85	10.12	12.54	10.51
SL1344_0491	copA	6.53	6.37	7.62	6.84
SL1344_0492	cueR	32.5	37.65	39.44	36.53
SL1344_0493	ybbJ	16.82	20.91	24.62	20.78
SL1344_0494	ybbK	25.49	26.8	30.03	27.44
SL1344_0495	ybbL	9.57	4.39	6.96	6.97
SL1344_0496	ybbM	5.78	8.32	7.26	7.12
SL1344_0497	ybbN	9.89	9.8	11.7	10.47
SL1344_0498	ybbO	10.97	8.77	10.04	9.93
SL1344_0499	tesA	9.63	4.84	8.29	7.59
SL1344_0500	ybbA	74.31	66.91	80.83	74.02
SL1344_0501	ybbP	35.35	33.67	42.11	37.04
SL1344_0502		16.9	17.64	13.15	15.9
SL1344_0503	sfbA	5.77	6.51	9.32	7.2
SL1344_0504	sfbB	5.54	3.45	6.31	5.1
SL1344_0505	sfbC	9.4	9.42	10.3	9.71
SL1344_0506	ybbB	47.11	45.91	38.96	43.99
SL1344_0507	ybbS	15.21	17.79	12.22	15.07
SL1344_0508	allA	8.18	6.72	5.87	6.92
SL1344_0509	allR	23.41	19.81	23.52	22.25
SL1344_0510	gcl	1.58	1.36	1.8	1.58
SL1344_0511	gip	4.36	1.74	4.37	3.49
SL1344_0512	garRa	1.6	3.69	4.3	3.2
SL1344_0513		1.81	4.33	5.44	3.86
SL1344_0515	allP	4.46	4.83	2.72	4
SL1344_0516	allB	7.66	7.34	10.53	8.51
SL1344_0517	ybbY	0.65	0.83	1.6	1.03
SL1344_0518	glxK	2.7	1.88	2.14	2.24
SL1344_0519	ylbA	7.89	9.29	10.33	9.17
SL1344_0520	allC	1.82	2.62	3.21	2.55
SL1344_0521	allD	0.81	1.03	0.36	0.73
SL1344_0522	fdrA	4.06	2.76	3.29	3.37
SL1344_0523	ylbE	2.24	3.43	1.8	2.49
SL1344_0524	ylbF	0.35	1	2.56	1.3
SL1344_0525	arcC	3.47	5.75	2.53	3.92
SL1344_0526	purK	51.21	46.82	46.31	48.11
SL1344_0527	purE	23.24	22.81	28.53	24.86
SL1344_0528	lpxH	8.19	8.98	4.44	7.2
SL1344_0529	ppiB	65	59.58	67.19	63.92
SL1344_0530	cysS	36	44.26	42.89	41.05
SL1344_0531		4.79	2.62	5.49	4.3
SL1344_0532		3.22	8.65	5.61	5.83
SL1344_0533	ybcI	5.17	4.46	6.23	5.29
SL1344_0534	ybcJ	46.5	36.94	53.38	45.6
SL1344_0535	folD	63.42	61.42	54.01	59.62
SL1344_0536	fimA	3.12	8.97	3.83	5.3
SL1344_0537	fimI	0.53	0.51	1.06	0.7
SL1344_0538	fimC	0.81	1.17	2.18	1.39
SL1344_0539	fimD	1.73	2.07	2.38	2.06
SL1344_0540	fimH	1.96	3.22	3.18	2.79
SL1344_0541	fimF	5.98	6.78	4.73	5.83
SL1344_0542	fimZ	0.89	0.85	2.39	1.38
SL1344_0543	fimY	2.34	1.87	1.83	2.01
SL1344_0544		1.81	4.34	3.64	3.26
SL1344_0545	fimW	4.25	2.72	2.85	3.27
tRNA_5	tRNA_5	169.77	129.46	356.53	218.58
SL1344_0546		9.15	7.45	8.45	8.35
SL1344_0547		3.41	2.62	4	3.34
SL1344_0548	gtrBa	1.52	3.21	1.63	2.12
SL1344_0549	gtrAa	1.56	6.71	5.21	4.49
SL1344_0550		3.42	4.1	1.15	2.89
SL1344_0550A	cusA	21.48	16.02	23.97	20.49
SL1344_0551	ykgD	1.98	0.95	1.99	1.64
SL1344_0552	ykgC	7.01	5.71	7.69	6.8
SL1344_0553		1.19	2.29	0.8	1.43
SL1344_0554	ykgB	1.01	1.45	2.02	1.49
SL1344_0555		14.86	19.76	18.46	17.69
SL1344_0556	pheP	50.51	58.5	55.06	54.69
SL1344_0557	ybdG	8.72	5.97	10.01	8.24
SL1344_0558	apeE	17.87	19.6	18.57	18.68
SL1344_0559		8.57	8.11	7.33	8
SL1344_0560		2.86	2.46	4.59	3.3
SL1344_0561		1.08	1.29	1.45	1.27
SL1344_0562	manZ	0.99	1.26	1.55	1.27
SL1344_0563	manY	2.09	0.8	0.28	1.06
SL1344_0564	manX	0.6	1.72	2.81	1.71
SL1344_0565		0	0	0.42	0.14
SL1344_0566	nfnB	14.23	11.16	7.8	11.07
SL1344_0567	ybdF	20.66	9.54	13.32	14.51
SL1344_0568	ramR	34.9	32.07	36.68	34.55
SL1344_0569	ramA	47.91	74.43	65.26	62.53
SL1344_0570	ybdJ	6.81	16.33	13.69	12.28
SL1344_0571	ybdK	2.77	4.11	5.06	3.98
SL1344_0572	entD	8	9.59	5.89	7.83
SL1344_0573	fepA	37.6	33.17	36.72	35.83
SL1344_0574	fes	96.51	97.2	114.34	102.68
SL1344_0575	ybdZ	60.72	44.59	44.12	49.81
SL1344_0576	entF	35.46	38.58	38.46	37.5
SL1344_0577	fepE	23.8	23.53	26.23	24.52
SL1344_0578	fepC	16.32	12.92	14.73	14.66
SL1344_0579	fepG	13.67	14.47	17.35	15.16
SL1344_0580	fepD	34.4	30.84	40.08	35.11
SL1344_0581	ybdA	19.02	19.32	23.2	20.51
SL1344_0582	fepB	61.28	50.84	61.55	57.89
SL1344_0583	entC	45.78	31.48	45.1	40.79
SL1344_0584	entE	20.64	19.12	24.48	21.42
SL1344_0585	entB	12.82	15.44	15.18	14.48
SL1344_0586	entA	5.97	7.15	9.24	7.45
SL1344_0587	ybdB	12.96	17	17.35	15.77
SL1344_0588	cstAa	61.15	54.39	54.38	56.64
SL1344_0589	ybdD	50.04	43.86	64.14	52.68
SL1344_0590	ybdH	47.37	47.65	51.48	48.84
SL1344_0591	ybdL	10.68	14.9	25.36	16.98
SL1344_0592	ybdM	11.41	13.57	10.09	11.69
SL1344_0593	ybdN	7.3	9.4	8.25	8.32
SL1344_0594	ybdO	4.37	3.29	5.85	4.51
SL1344_0595	dsbG	14.35	10.86	13.15	12.78
SL1344_0596	ahpC	51.03	58.03	51.25	53.44
SL1344_0597	ahpF	16.74	12.6	17.96	15.76
SL1344_0598		3.52	0.96	0.67	1.72
SL1344_0599		2.84	2.25	2.81	2.64
SL1344_0600		6.57	5.33	3.39	5.1
SL1344_0601		9.91	9.15	14.02	11.03
SL1344_0602	ybdQ	80.29	73.18	72.27	75.24
SL1344_0603	ybdR	5.69	6.11	5.18	5.66
SL1344_0604	rnk	57.71	54.66	61.18	57.85
sRNA10	sRNA10	230.45	218.2	156.21	201.62
SL1344_0605	rna	48.92	59.97	79.09	62.66
SL1344_0606	citT	9.24	7.38	9.54	8.72
SL1344_0607	citG	0	1.51	0.63	0.71
SL1344_0608	citX	2.04	0.98	2.4	1.81
SL1344_0609	citF	1.11	1.41	0.74	1.09
SL1344_0610	citE	0	1.49	0.42	0.63
SL1344_0611	citD	0.95	0.91	0	0.62
SL1344_0612	citC	0.79	0.25	0.53	0.52
SL1344_0613	citA	7.8	7.97	6.13	7.3
SL1344_0614	citB	2.49	7.54	8.04	6.02
SL1344_0615	dcuC	2.92	2.8	4.67	3.46
SL1344_0616	pagP	36.93	33.52	37.26	35.9
SL1344_0617	cspE	1041.6	1120.82	1182.3	1114.91
SL1344_0618	ccrB	17.65	11.99	17.23	15.62
SL1344_0619		13.22	16.11	22.98	17.44
SL1344_0620	tatE	206.73	211.49	167.23	195.15
SL1344_0621	lipA	48.74	48.97	55.31	51.01
SL1344_0622	ybeF	7.98	7.93	8.91	8.27
SL1344_0623	lipB	14.06	16.85	17.65	16.19
SL1344_0624	ybeD	172.77	221.3	209.99	201.35
SL1344_0625	dacA	36.28	35.23	41.58	37.7
SL1344_0626	rlpA	20.85	23.28	22.98	22.37
SL1344_0627	mrdB	8.61	6.56	8.31	7.83
SL1344_0628	mrdA	17.48	13.35	18.45	16.43
SL1344_0629	ybeA	41.01	54.35	50.48	48.61
SL1344_0630	ybeB	115.51	116.69	106.5	112.9
SL1344_0631	cobC	15.29	16.43	24.51	18.74
SL1344_0632	cobD	8.24	3.21	6.9	6.11
SL1344_0633	nadD	6.15	5.05	3.82	5.01
SL1344_0634	holA	12.29	15.71	18.11	15.37
SL1344_0635	rlpB	36.76	37.07	42.19	38.67
SL1344_0636	leuS	33.38	35.14	27.39	31.97
SL1344_0637		2.91	6.52	9.76	6.4
SL1344_0638		3.85	3.69	5.63	4.39
SL1344_0639		19.75	19.24	23.89	20.96
SL1344_0640		24.54	21.71	20.64	22.3
SL1344_0641	ybeL	44.06	41.1	35.89	40.35
SL1344_0642	ybeQ	4.53	6.51	4.36	5.13
SL1344_0643	ybeR	6.77	3.82	9.07	6.55
SL1344_0644	ybeS	2.56	1.88	2.37	2.27
SL1344_0645	ybeU	2.06	3.94	5.51	3.83
SL1344_0647	ybeV	6.51	7.15	6.15	6.6
SL1344_0648	hscC	3.36	4.82	4.83	4.34
SL1344_0649		3.87	3.05	4.42	3.78
SL1344_0650	rihA	6.33	7.8	8.88	7.67
SL1344_0651	gltL	15.15	20.48	18.21	17.95
SL1344_0652	gltK	12.95	16.43	15.95	15.11
SL1344_0653	gltJ	35.02	26.27	30.84	30.71
SroC	SroC	1095.12	1055.2	1162.61	1104.31
SL1344_0654	gltI	137.18	142.3	123.83	134.44
SL1344_0655	lnt	9.34	14.4	16.92	13.55
SL1344_0656	ybeX	46.51	46.44	39.52	44.16
SL1344_0657	ybeY	17.86	13.7	22.33	17.96
SL1344_0658	phoL	30.37	39.07	37.72	35.72
SL1344_0659	miaB	33.03	33.56	38.01	34.87
SL1344_0660	ubiF	10.55	18.15	18.3	15.67
SL1344_0661		5.88	7.98	8.53	7.46
tRNA_6	tRNA_6	6898.59	6632.53	6476.11	6669.08
tRNA_7	tRNA_7	1196.07	1290.9	1240.1	1242.36
tRNA_8	tRNA_8	3633.86	3384.72	2425.22	3147.93
tRNA_9	tRNA_9	1470.87	1420.09	4423.92	2438.29
SL1344_0662	asnB	20.31	16.55	22.21	19.69
SL1344_0663	nagD	24.72	23.34	20.82	22.96
SL1344_0664	nagC	26.09	34.08	30.92	30.36
SL1344_0665	nagA	43.2	33.23	37.92	38.11
SL1344_0666	nagB	19.36	18.23	19.1	18.9
SL1344_0667	nagE	13.27	12.45	12.27	12.66
SL1344_0668	glnS	35.82	34.99	39.71	36.84
SL1344_0669	ybfM	5.61	3.65	4.02	4.43
SL1344_0670	ybfN	5.09	6.51	3.98	5.19
SL1344_0671		5.83	5.59	5.79	5.74
SL1344_0672		3.96	3.08	4.97	4
SL1344_0673		1.81	0.96	4.17	2.31
SL1344_0674		12.47	12.54	15.48	13.5
SL1344_0675	fur	150.18	191.16	151.05	164.13
SL1344_0676	fldA	80.78	96.29	94.66	90.57
SL1344_0677	ybfE	36.08	20.18	16.11	24.12
SL1344_0678	ybfF	13.53	10.87	12.74	12.38
SL1344_0679	seqA	59.76	47.33	53.59	53.56
SL1344_0680	pgm	31.77	27.5	31.62	30.3
SL1344_0681		6.39	7.79	6.61	6.93
SL1344_0682	potE	4.27	2.46	2.43	3.05
SL1344_0683	speF	3.08	2.46	2.4	2.64
SL1344_0684	kdpE	22.05	30.31	30.64	27.67
SL1344_0685	kdpD	18.26	16.7	20.87	18.61
SL1344_0686	kdpC	18.33	16.64	18.08	17.69
SL1344_0687	kdpB	20.63	20.57	18.88	20.03
SL1344_0688	kdpA	82.7	87.49	103.79	91.33
SL1344_0688A	kdpF	170.89	218.44	250.05	213.13
SL1344_0689	ybfA	221.5	226.76	305.79	251.35
SL1344_0690	phrB	6.94	7.79	11.55	8.76
SL1344_0691	ybgH	4.75	5.47	8.4	6.21
SL1344_0692	ybgI	32.98	24.35	20.56	25.96
SL1344_0693	ybgJ	15.89	14.82	10.92	13.88
SL1344_0694	ybgK	12.09	14.49	12.95	13.18
SL1344_0695	ybgL	16.12	12.51	10.02	12.88
SL1344_0696		12.9	6.18	5.76	8.28
SL1344_0697	fimB	8.96	16.7	18.66	14.77
SL1344_0698		12.61	3.22	3.38	6.4
SL1344_0699		4.57	4.38	2.04	3.66
SL1344_0700		0	2.84	2.38	1.74
SL1344_0702		2.2	2.11	2.95	2.42
SL1344_0703		5.47	2.86	3.33	3.89
SL1344_0704		3.29	2.45	1.71	2.49
SL1344_0705		1.59	1.52	2.13	1.74
SL1344_0706		2.69	2.73	2.65	2.69
SL1344_0707		1.01	2.92	2.04	1.99
SL1344_0708		2.53	3.42	3.09	3.01
SL1344_0709		34.95	47.3	60.57	47.61
SL1344_0710	nei	22.08	17.75	19.55	19.79
SL1344_0711	abrB	3.51	4.49	5.29	4.43
SL1344_0712	gltA	58.83	57.45	62.03	59.44
SL1344_0713		3.04	2.18	2.03	2.42
SL1344_0714	sdhC	44.89	47.2	38.79	43.63
SL1344_0715	sdhD	25.97	28.79	23.91	26.23
SL1344_0716	sdhA	13.08	14.07	15.06	14.07
SL1344_0717	sdhB	39.96	39.06	32.53	37.18
SL1344_0718	sucA	25.64	30.66	24.11	26.8
SL1344_0719	sucB	54.33	50.29	44.18	49.6
SL1344_0720	sucC	42.76	36.59	34.94	38.09
SL1344_0721	sucD	25.28	25.17	36.68	29.04
RybD	RybD	27.15	94.34	43.17	54.89
SL1344_0722	cydA	50.3	57.86	60.26	56.14
SL1344_0723	cydB	27.7	35.8	39.41	34.3
SL1344_0724	ybgT	57.33	33.45	53.41	48.06
SL1344_0725	ybgE	11.03	14.41	34.23	19.89
SL1344_0726	ybgC	38.34	56.14	61.62	52.04
SL1344_0727	tolQ	99.72	87.79	80.94	89.49
SL1344_0728	tolR	143.46	146.36	118.98	136.27
SL1344_0729	tolA	43.07	41.73	45.03	43.27
SL1344_0730	tolB	120.34	119.75	134	124.7
SL1344_0731	pal	210.7	223.64	221.71	218.69
SL1344_0732	ybgF	42.89	50.03	67.01	53.31
tRNA_10	tRNA_10	10476.04	10196.88	8408.77	9693.9
tRNA_11	tRNA_11	21014.67	19081.19	21880.08	20658.65
SL1344_0733	nadA	9.72	10.36	12.3	10.79
SL1344_0734	pnuC	18.02	21.03	19.15	19.4
SL1344_0735	ybgR	4.8	3.45	4.22	4.16
SL1344_0736	ybgS	8.76	9.79	13.68	10.74
SL1344_0737	aroG	21.42	26.44	24.2	24.02
SL1344_0738		7.24	10.9	7.61	8.58
SL1344_0739		5.67	6.71	5.36	5.91
SL1344_0740		5.7	7.28	4.87	5.95
SL1344_0741		3.65	4.08	4.68	4.14
SL1344_0742		0.44	2.56	4.02	2.34
SL1344_0743	dcoC	4.6	0	3.08	2.56
SL1344_0744	dcoA	1.2	1	1.99	1.4
SL1344_0745	dcoB	2.54	1.56	3.69	2.6
SL1344_0746		5.65	3.87	8.65	6.05
SL1344_0747		3.92	4.25	7.69	5.29
SL1344_0748		7.62	4.87	6.32	6.27
SL1344_0749	gpmA	256.56	253.14	252.8	254.17
SL1344_0750	galM	13.27	10.13	9.43	10.94
SL1344_0751	galK	7.36	6.82	7.72	7.3
SL1344_0752	galT	4.85	2.58	2.52	3.32
SL1344_0753	galE	12.2	11.96	10.02	11.39
SL1344_0754		4.96	5.95	4.15	5.02
SL1344_0755	modF	23.49	23.8	28.39	25.22
SL1344_0756	modE	17.16	14.05	20.34	17.18
SL1344_0757	ybhT	109.64	123.23	183.54	138.8
SL1344_0758	modA	41.17	37.03	42.21	40.14
SL1344_0759	modB	20.85	21.95	29.56	24.12
SL1344_0760	modC	9.05	8.68	11.05	9.59
SL1344_0761	ybhA	5.85	6.93	5.07	5.95
SL1344_0762	ybhE	10.76	11.67	8.72	10.38
SL1344_0763	ybhC	8.34	8.84	10.88	9.35
SL1344_0764	hutI	13.13	15.9	15.27	14.76
SL1344_0765	hutG	14.37	9.76	14.03	12.72
SL1344_0766	hutC	13.31	8.77	9.19	10.43
SL1344_0767	hutU	9.03	9.13	7.95	8.7
SL1344_0768	hutH	10.19	7.99	12.16	10.12
SL1344_0769	ybhB	31.36	30.06	38.43	33.29
SL1344_0770	bioA	62.93	58.65	58.23	59.94
SL1344_0771	bioB	25.46	24.41	29.56	26.47
SL1344_0772	bioF	11.93	10.97	14.83	12.58
SL1344_0773	bioC	13.06	17.17	11.49	13.9
SL1344_0774	bioDa	16.01	19.68	11.55	15.75
SL1344_0775	uvrB	116.09	118.37	143.25	125.9
SL1344_0776	slrP	23.54	24.45	28.66	25.55
SL1344_0777	ybhK	16.75	14.57	13.71	15.01
SL1344_0778	moaA	11.11	10.1	13.54	11.58
SL1344_0779	moaB	15.95	12.66	10.68	13.1
SL1344_0780	moaC	1.16	5.01	4.28	3.48
SL1344_0781	moaD	6.73	5.38	10.52	7.54
SL1344_0782	moaE	9.97	7.17	5.84	7.66
SL1344_0783	ybhL	37.61	44.87	40.45	40.98
SL1344_0784	ybhM	0.4	1.53	0.8	0.91
SL1344_0785		2.78	3.11	3.41	3.1
SL1344_0786		5.53	5.3	6.74	5.86
SL1344_0787	ybhN	10.54	10.95	8.63	10.04
SL1344_0788	ybhO	2.72	3.7	1.22	2.55
SL1344_0789	ybhP	2.97	3.92	4.23	3.71
SL1344_0790	ybhQ	277.53	234.45	221.72	244.57
SL1344_0791	ybhR	7.89	7.81	7.33	7.68
SL1344_0792	ybhS	6.23	7.41	7.68	7.11
SL1344_0793	ybhF	10.06	9.18	10.32	9.85
SL1344_0794		6.23	5.7	7.96	6.63
SL1344_0795	ybiH	8.36	6.81	10.07	8.41
SL1344_0796	rhlE	25.19	23.56	25.99	24.91
SL1344_0797	dinG	21.62	20.6	24.81	22.34
SL1344_0798	ybiB	13.88	13.86	14.91	14.22
SL1344_0799	ybiJ	23.83	17.65	13.78	18.42
SL1344_0800	ybiI	10.59	9.14	17.02	12.25
SL1344_0801	ybiN	14.81	11.88	14.77	13.82
SL1344_0802	ybiO	9.76	9.24	9.76	9.59
SL1344_0803	glnQ	135.37	138.75	119.12	131.08
SL1344_0804	glnP	80.35	99.57	97.02	92.31
SL1344_0805	glnH	533.11	542.93	429.02	501.69
SL1344_0806	dps	133.83	137.42	124.86	132.04
SL1344_0807	ybiF	5.08	3.96	7.65	5.56
SL1344_0808	ompX	351.11	372.26	384.89	369.42
SL1344_0809	ybiP	7.31	7.18	8.71	7.73
RybA	RybA	718.81	660.98	567.76	649.18
SL1344_0810		61.33	53.66	61.01	58.67
SL1344_0811	ybiR	41.54	42.74	46.13	43.47
SL1344_0812	ybiS	24.19	17.61	25.42	22.41
SL1344_0813	ybiT	141.54	134.33	120.95	132.27
SL1344_0814		29.19	35.61	40.36	35.05
SL1344_0815	ybiV(2)	3.72	1.02	2.14	2.29
SL1344_0817	ybiU	3.34	2.35	3.58	3.09
SL1344_0818	ybiV(1)	71.72	72.76	74.37	72.95
SL1344_0819	pflF	2.08	1.55	1.63	1.76
SL1344_0820	pflE	0	1.5	1.68	1.06
SL1344_0821	moeB	11.66	10.82	10.07	10.85
SL1344_0822	moeA	10.89	8.27	11.09	10.09
SL1344_0823	ybiK	23.35	17.79	21.65	20.93
SL1344_0824	yliA	12.65	12.27	13.61	12.84
SL1344_0825	yliB	5.13	3.51	5.64	4.76
SL1344_0826	yliC	6.74	5.87	5.12	5.91
SL1344_0827	yliD	4.95	4.45	7.25	5.55
SL1344_0828	rimO	18.71	15.28	15.66	16.55
SL1344_0829	bssR	113.25	117.03	102.92	111.07
SL1344_0830		10.39	17.83	16.11	14.78
SL1344_0831		11.21	14.86	11.93	12.67
SL1344_0832		12.19	14.26	12.75	13.07
SL1344_0833		22.04	21.59	23.84	22.49
SL1344_0834		13.54	14.1	14.77	14.14
SL1344_0835		14.87	25.18	16.32	18.79
SL1344_0836		30.49	23.51	23.08	25.69
SL1344_0837	yliI	18.64	11.91	16.09	15.55
SL1344_0838	yliJ	25.65	22	22.6	23.41
SL1344_0839	dacC	46.16	39.31	48.01	44.5
SL1344_0840	deoR	35.67	37.05	47.77	40.16
SL1344_0841	ybjG	24.55	17.32	19.23	20.37
SL1344_0842	mdfA	16.69	17.31	14.7	16.23
SL1344_0843		8.64	8.61	6.71	7.99
SL1344_0844		15.12	12.49	20.56	16.05
SL1344_0845		11.77	3.48	9.43	8.23
RybB	RybB	6720.36	8117.81	11901.07	8913.08
SL1344_0846		21.9	25.48	35.48	27.62
SL1344_0847	ybjM	22.41	29.37	21.01	24.26
SL1344_0848	grxA	111.38	147.84	136.97	132.06
SL1344_0849	ybjC	1.94	5.59	4.55	4.03
SL1344_0850	mdaA	8.99	6.98	7.74	7.9
SL1344_0852	rimK	12.8	11.08	13.59	12.49
SL1344_0853	ybjN	17.75	23.26	21.79	20.93
SL1344_0854	potF	11.65	13.84	10.35	11.95
SL1344_0855	potG	6.21	5	6.99	6.07
SL1344_0856	potH	5.32	2.83	6.53	4.89
SL1344_0857	potI	9.33	12.14	9.82	10.43
SL1344_0858	ybjO	17.86	25.12	32.7	25.23
SL1344_0859	rumB	26.92	22.7	26.37	25.33
SL1344_0860		2.31	4.42	4.07	3.6
SL1344_0861		2.64	10.97	4.13	5.91
SL1344_0862		7.96	5.45	7.86	7.09
SL1344_0863	artJ	32.37	37.31	33.28	34.32
SL1344_0864	artM	25.3	24.25	17.22	22.26
SL1344_0865	artQ	16.13	19.61	17.12	17.62
SL1344_0866	artI	16.57	14.78	14.71	15.35
SL1344_0867	artP	54.94	53.41	59.84	56.06
SL1344_0868	ybjP	6.02	3.67	8.06	5.91
SL1344_0869		35.89	38.43	54.65	42.99
SL1344_0870	ybjR	28.5	23.42	25.9	25.94
SL1344_0871		7.23	5.6	8.19	7.01
SL1344_0872	ybjT	6.09	2.83	4.87	4.6
SL1344_0873	ltaA	19.41	18.61	18.65	18.89
SL1344_0874	poxB	6.72	9.59	6.37	7.56
SL1344_0875	hcr	15.08	21.13	21.56	19.26
SL1344_0876	hcp	11.76	10.95	13.81	12.18
SL1344_0877	ybjE	15.31	13.31	19.55	16.06
SL1344_0878	ybjD	15.29	14.98	17.75	16.01
SL1344_0879	ybjX	36.08	41	45.4	40.83
SL1344_0880	ybjY	97.5	81.87	91.43	90.27
SL1344_0881	ybjZ	47.04	44.26	58.63	49.98
SL1344_0882	cspD	49.7	46.43	38.4	44.84
SL1344_0883	clpS	381.12	329.08	289.38	333.19
SL1344_0884	clpA	175.23	176.53	160.92	170.89
STnc490	STnc490	5509.7	5163.69	4278.44	4983.94
SL1344_0885	tnp	176.33	121.12	173.3	156.92
SL1344_0886		16.5	12.26	13.25	14
SL1344_0887		9.13	8.75	13.64	10.51
tRNA_12	tRNA_12	31371.12	26252.7	34060.04	30561.29
SL1344_0888		6.24	7.18	7.8	7.07
SL1344_0889		3.93	7.22	3.29	4.81
SL1344_0890		25.97	18.08	27.95	24
SL1344_0891	infA	388.89	393.88	430.84	404.54
SL1344_0892		291.93	278.22	240.19	270.11
SL1344_0893	aat	2.8	1.92	2.14	2.29
SL1344_0894	cydC	4.91	5.96	5.81	5.56
SL1344_0895	cydD	22.17	22.17	25.63	23.32
SL1344_0896	trxB	58.19	81.45	77.35	72.33
SL1344_0897	lrp	151.09	166.71	145.08	154.29
SL1344_0898	ftsK	26.82	32.26	34.12	31.07
SL1344_0899	lolA	43.58	45.3	46.38	45.09
SL1344_0900	ycaJ	18.04	14.27	19.1	17.14
SL1344_0901	serS	65.62	71.89	69.92	69.14
SL1344_0902	dmsA	5.65	4.86	3.78	4.76
SL1344_0903	dmsB	2.99	4.1	5.37	4.15
SL1344_0904	dmsC	8.16	7.31	7.76	7.74
SL1344_0905	ycaD	14.23	12.7	16.1	14.34
SL1344_0906	ycaM	4.76	6.46	3.72	4.98
SL1344_0907	pflA	51.27	42.6	34.33	42.73
SL1344_0908		12.1	35.62	16.2	21.3
SL1344_0909	sopD2	334.82	315.91	278.08	309.6
SL1344_0910	pflB	77.88	72.41	54.05	68.12
SL1344_0911	focA	49.63	50.73	60.08	53.48
SL1344_0912	ycaO	22.88	26.08	26.47	25.14
SL1344_0913	ycaP	2.44	3.12	4.09	3.22
SL1344_0914	serC	15.27	17.87	15.43	16.19
SL1344_0915	aroA	7.24	6.95	9.7	7.96
SL1344_0916	ycaL	7.77	12.06	7.93	9.26
SL1344_0917	cmk	103.51	111.49	107.42	107.47
SL1344_0918	rpsA	1220.23	1263.58	1127.2	1203.67
SL1344_0919	himD	307.44	288.08	308.8	301.44
SL1344_0920	rec2	10.08	11.21	13.16	11.48
SL1344_0921	msbA	59.46	54.37	53.08	55.64
SL1344_0922	lpxK	15.28	17.14	27.6	20.01
SL1344_0923	ycaQ	10.06	10.74	9.03	9.94
SL1344_0924	ycaR	55.71	66.76	89.12	70.53
SL1344_0925	kdsB	43.8	54.65	50.31	49.59
SL1344_0926		32.17	29.03	28.93	30.04
SL1344_0927	ycbC	6.53	6.96	8.99	7.49
SL1344_0928	smtA	23.15	26.23	17.85	22.41
SL1344_0929	mukF	27.7	29	28.1	28.27
SL1344_0930	mukE	24.8	25.7	22.5	24.34
SL1344_0931	mukB	22.83	24.79	24.66	24.09
SL1344_0932	ycbB	42.99	43.27	51.22	45.83
SL1344_0933	ycbK	180.92	195.61	206.84	194.46
SL1344_0934	ycbL	104.48	92.65	98.23	98.45
SL1344_0935	aspC	48.28	56.5	59.27	54.69
SL1344_0936	ompF	56.28	56.18	50.3	54.26
SL1344_0937	asnCa	62.97	61.14	71.26	65.12
SL1344_0938		4.28	9.37	6.55	6.73
SL1344_0939	dpaL	2.55	3.34	2.17	2.69
SL1344_0940		3.33	3.76	4.6	3.9
SL1344_0941	pncB	29.99	31.9	31.69	31.2
SL1344_0942		41.2	37.83	39.56	39.53
SL1344_0943		2.27	4.36	1.52	2.72
SL1344_0944		1.77	0	1.58	1.12
SL1344_0945		3.3	1.21	0.9	1.8
SL1344_0946	recEa	0.92	1.35	1.46	1.24
IsrB-2	IsrB-2	0	2.92	0	0.97
IsrB-1	IsrB-1	665.19	626.2	455.45	582.28
SL1344_0947		1.88	0	2.52	1.47
SL1344_0948		0	1.71	0	0.57
SL1344_0949		0	1.05	1.46	0.84
SL1344_0950		44.6	41.18	51.99	45.92
SL1344_0951	C1	2.77	3.34	6.14	4.08
STnc1080	STnc1080	69.26	66.4	83.48	73.05
SL1344_0952		2.58	3.3	3.65	3.17
SL1344_0953		1.13	1.08	3.27	1.83
SL1344_0954		1.62	3.11	1.09	1.94
SL1344_0955		6.34	4.34	7.88	6.19
SL1344_0956		27.19	17.69	33.82	26.23
SL1344_0957		125.06	133.97	196.63	151.89
SL1344_0958		80.38	89.27	82.06	83.9
SL1344_0959	ninG	20.76	21.58	38.19	26.84
SL1344_0960		10.35	1.85	5.56	5.92
SL1344_0961		7.42	12.54	12.31	10.75
SL1344_0962		63.08	74.11	52.36	63.18
SL1344_0963		15.77	6.48	15.09	12.45
SL1344_0964		32.62	31.27	51.25	38.38
SL1344_0965	gtgA	11.98	5.31	9.04	8.78
SL1344_0965A		19.34	27.4	27.02	24.59
SL1344_0966	nucD	3.81	8.29	12.59	8.23
SL1344_0967		4.64	3.24	4.45	4.11
SL1344_0968		6.34	13.68	8.85	9.62
SL1344_0969		7.13	5.52	5.33	5.99
SL1344_0971		8.38	6.46	7.44	7.42
SL1344_0972		4.2	4.41	6.43	5.01
SL1344_0973		1.74	3.34	4.67	3.25
SL1344_0974		2.83	0.9	1.26	1.66
SL1344_0975		1.49	1.91	3.33	2.24
SL1344_0976		5.62	3.37	6.11	5.03
SL1344_0977		9.85	6.3	5.5	7.22
SL1344_0978		8.49	3.39	8.06	6.65
SL1344_0979		4.28	5.13	6.45	5.29
SL1344_0980		8.81	6.78	9.56	8.39
SL1344_0981		14.42	20.33	14.77	16.51
SL1344_0982		12.47	14.13	18.21	14.94
SL1344_0983	sodCa	112.03	101.83	61.92	91.93
SL1344_0984		1.62	1.55	2.44	1.87
