Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_2482	yfgL	239.1	200.5	106.1	191.1	154.9	301.9	217.6	114.4
SL1344_2483	yfgM	147.2	167.9	31.4	105.7	76	201.3	129	51
SL1344_2484	hisS	140.3	237.9	51.7	106.7	74.7	183.1	114.6	51.3
SL1344_2485	gcpE	107.5	88.4	28.7	97.2	78.9	129.4	104.5	73.3
SL1344_2486	yfgA	111.3	141.9	73.6	97.2	111.2	113.5	108.2	71
SL1344_2487	yfgB	111.1	128.5	55.7	104.7	20.4	100.1	65.4	14.8
SL1344_2488	ndk	254.9	451.6	288.3	241.5	211.8	413.9	244.8	40.6
SL1344_2489		2.3	1.4	1.5	0.6	1.6	1.1	1	56
SL1344_2490		2.3	1.8	1	1.8	1.1	1.6	1.9	38.2
SL1344_2491		1.1	2.6	1	0.9	1.1	1.3	1	30.6
SL1344_2492		2.2	2.5	1.2	2.4	2.3	1.4	1.9	57
SL1344_2493	pbpC	10.6	15.7	8.1	6.2	1.7	7.1	10.4	10.2
SL1344_2494		24.7	30.3	14.9	14.5	11.2	37.1	28.9	36.3
SL1344_2495		34.1	37.4	50.5	20.9	23.9	57.8	24	58.9
SL1344_2496		11.4	13	13	12.7	17.3	9.9	19.6	8.5
STnc2070		864.6	1744.6	1266.5	725.7	2208.4	420	1244.6	888.1
RyfA	RyfA	129.8	59.9	71.8	139.4	111.3	163.6	178.4	213.1
SL1344_2497	sseBb	89.2	59.1	12.9	61.3	24.7	118.4	104.7	20.9
SL1344_2498	pepB	77.6	57.8	15.2	58.7	29.7	130.3	110.7	31.2
SL1344_2499	yfhJ	224.4	291.9	68.4	257.8	131.4	354.1	244.8	78.1
SL1344_2500	fdx	235.8	240	63.3	283.5	75.1	415.3	394.3	38.2
SL1344_2501	hscA	141.8	137.8	56	179.1	51.6	174.8	279.5	24.3
SL1344_2502	hscB	192.7	157.1	32.4	219.5	100.4	329.4	413.2	28.8
SL1344_2503	iscA	647.9	489.5	106.1	783.4	428.6	972.1	1019.8	88.1
SL1344_2504	nifU	283.2	340.2	58.4	344.3	212.2	571.9	707.7	41.3
SL1344_2505	iscS	229.3	337.4	48.8	273.8	155.5	363.8	655.4	24.8
SL1344_2506	yfhP	236.8	428.1	83	280.7	246.1	496.3	917.2	34.6
SL1344_2507		95.9	105.9	90.8	74.9	95	100.9	82.8	99
SL1344_2508	suhB	244	782.4	146.6	299.2	171.3	231.2	163.1	59.3
SL1344_2509		5.5	22.2	5	4.9	3.9	8.9	6.3	2.6
SL1344_2510	asrA	0.9	1.6	0.5	0.5	2.8	0.9	1.2	26.8
SL1344_2511	asrB	1.4	0.5	0.6	0.8	3.5	1.1	2.1	19.9
SL1344_2512	asrC	2.5	1.8	1.3	3.1	3.4	1.6	3.3	28.6
SL1344_2513		14	16.6	14.9	10.3	10	14.2	19.1	13.3
SL1344_2514		15.7	9.7	6.7	9.5	11.7	16.6	16.9	9.8
SL1344_2515	csiE	4.2	7.9	8.6	1.3	16.3	24.2	4.8	43.4
SL1344_2516	hcaT	39.1	56.4	25.1	27.8	25.6	39.7	36.8	9.8
SL1344_2517	glyA	143.4	187	77.9	89	72.3	245.9	183.1	156.7
SL1344_2518	hmpA	4.7	3.1	1	2.4	4.6	12.3	12.8	2.5
SL1344_2519	cadC	34.2	38	27.3	36.5	50	45.7	34.4	28.7
SL1344_2520	cadB	6.7	7.3	5.4	422.2	2.4	76.6	23.5	915.5
SL1344_2521	cadA	11	12.3	6.1	345.4	7.7	50.9	23.3	782.2
SL1344_2522	yjdL	4.6	4.1	3.5	42.2	4	21	8.6	87.9
SL1344_2523	glnB	368.8	282.6	208.6	191.6	143.8	405.8	378.4	142.3
SL1344_2524	yfhA	42	41.5	20.9	28.1	17.2	59.5	47.6	31.4
SL1344_2525	yfhG	51.2	64.2	53.7	39.8	33	58	50.6	45.9
SL1344_2526	yfhK	29.8	49.4	24.6	25.8	36	38.3	36.6	35.8
GlmY	GlmY	2764.9	2286.3	1358.4	2014.7	3125.7	315.3	3106.9	1490.8
SL1344_2527	purG	29.6	19.5	9.3	9.2	8.5	32.9	26.3	6.6
SL1344_2529	yfhD	25.5	39.1	24.4	19	12.6	20.1	23.5	8.8
SL1344_2530	yfhC	32.9	50	24.9	45.3	33.3	41.8	26.8	25.6
SL1344_2531	yfhB	20	41.1	18.3	11.3	50.1	35.5	21.9	29.6
SL1344_2532		7.7	20.4	16.8	3.4	14.5	28	6.6	9.6
SL1344_2533	murQ	7.5	21.1	17.4	3.3	13.9	40.3	7.1	8.5
SL1344_2534	yfhH	11.4	16.1	7.9	7.8	13.2	15.2	10.9	5
SL1344_2535		8.9	8.8	4.7	6.9	11.2	9.3	8.7	12.7
SL1344_2536		1.3	2.9	0.8	1.2	2.7	1.4	0.8	1.6
SL1344_2537		2.1	3.1	6.5	0.6	3.1	16.2	1.6	8.3
SL1344_2538	yfhL	47.8	50.8	33.9	84	35.3	43.3	32.7	14.2
SL1344_2539	acpS	98.8	31.6	29.2	50.8	25.5	111.6	97.3	58.1
SL1344_2540	pdxJ	52.1	48.7	20.1	27.5	15.6	78.9	45.4	25.7
SL1344_2541	recO	128.9	132.8	114.7	101.5	26.6	104	93.8	30.3
SL1344_2542	era	148.7	138	56.4	117.7	37.4	143.7	114.2	36.2
SL1344_2543	rnc	169.2	209.7	69.2	134.2	104.3	199.7	143.9	53.3
SL1344_2544	lepB	174.5	209	67.8	138.2	54.4	213.7	143	49.3
SL1344_2545	lepA	151.5	183.1	49.1	108.4	47.2	179.1	134.4	41.8
SL1344_2546	gogB	23.7	58.3	36.6	29.1	71	44.4	44.5	19.5
SL1344_2547		11.5	9.3	10.6	12.4	85	11.7	8.1	23.9
STnc1380		392.1	213.4	255.2	403.9	724.2	41.1	562.7	726.2
SL1344_2548		8.3	3.1	7.4	8.2	10.3	7.1	12.8	6.5
SL1344_2549		5.1	3.6	5.7	15.4	28.4	9.2	2.1	2.5
SL1344_2550		0.1	0.7	0	0	0.3	0	0	0
SL1344_2551		0.7	1	0.2	0.5	0.8	0.8	1.5	1.6
SL1344_2552		0.7	0.7	0.5	0.7	0.6	1	0.9	1.6
SL1344_2552A		0.8	2.6	0	1.1	0.7	0.5	0.5	2.3
SL1344_2553		1	0.9	0.6	0.6	0.5	1.3	1.1	0.9
SL1344_2554		1.1	1	0	0.8	1.1	1.3	0.9	0.7
SL1344_2555		2.9	2.5	1.6	2.2	1.6	4.4	3.1	3.7
SL1344_2556		5.4	5.3	3.5	2.7	4.9	6.6	5.5	9.8
SL1344_2557		6.6	4.4	6.4	6.1	6.2	7.4	5.8	7.8
SL1344_2558		2.6	1.9	1.4	1.1	2.2	3.3	3.5	3
STnc3770		83.7	258	201.8	77.1	148.6	42	90.9	126.1
SL1344_2559		2.2	0	0.5	0	0.5	1.8	2.6	2.2
SL1344_2560		0.9	0	0	0	0.4	2.1	1.2	0.7
SL1344_2561		4	3.6	4.6	1.6	4.6	4.2	6.1	8.6
SL1344_2562		2.2	1.5	0.8	0.3	1.7	4.9	2.4	3.6
SL1344_2563	gipA	408.5	410.4	463.1	394.5	370.8	153.1	554.2	525.9
SL1344_2564		3.4	1.4	0.8	1.6	2.1	3.4	4.2	5.7
SL1344_2565		5.5	3.2	4.3	4.9	6.2	8.8	9.1	7.8
SL1344_2566		3	1.2	0.9	1.9	1.4	7.8	4	2.8
SL1344_2567		3.7	3	2.4	2.6	2.6	6.1	4.3	5.1
SL1344_2568		1.4	0.6	1.9	0.4	1.5	1.7	1	3.3
SL1344_2569		1.4	0.6	0.2	0.9	1.3	2.3	1.8	2.2
SL1344_2570		2.9	1.7	1.7	1.9	1.6	3.5	2.6	5.1
SL1344_2571		0.7	1	0	0	0	3.4	2.4	0.7
SL1344_2572		1.7	1.5	0.4	1.1	1.3	2.2	2.3	1.9
SL1344_2573		0.1	1.9	0.3	1	0.6	0.9	1.8	0.8
SL1344_2574		19.8	13.4	11.4	17.2	52.1	28.7	25.4	27.3
STnc1920		74.8	61.4	137	104.9	147.8	112.9	73.7	201
SL1344_2575		1.7	0.9	0.3	1.1	1.1	2	2.3	1.8
SL1344_2576		1.1	1.4	1.4	0.3	0.8	1	2.4	2.2
SL1344_2577		14.5	12.4	25.7	9.3	20.6	29	27.7	18.3
IsrI	IsrI	11.1	39.3	7.3	10.4	37.1	11.7	14.6	25.3
STnc2080		321.9	420.4	467	407.1	631.6	311	363.2	759.4
IsrJ	IsrJ	540.7	452.1	488.8	689.6	1536	459.5	665.1	703.7
SL1344_2578		21	36	7	29	22.1	30.4	31.1	9.6
STnc1160		4341.7	1316.6	4513.7	5029.5	5516.9	451.4	6553.3	4977.5
IsrK	IsrK	891.8	1047.5	516.6	948.8	765.7	198.2	1379.9	550.5
SL1344_2579		1.3	2.1	0.7	0.2	1	1.9	1.1	0.4
SL1344_2580		0	0	0	0	1.2	0	0	0
SL1344_2581		0.7	0.7	0	0.2	0.6	0.4	0.2	0.7
SL1344_2582		34.9	46.1	13.3	34.1	39.3	25.5	43.9	60.6
SL1344_2583		78.4	84.1	59.8	50.5	858.2	79.5	150.3	94
SL1344_2584		125.9	117	251.8	90.2	1434.6	169.3	196.4	159.8
SL1344_2585		86.7	104.7	156	129	315.1	225.7	195.5	223.7
SL1344_2586		5.1	8.1	4.1	5.3	12.1	9.9	11.1	8.6
SL1344_2587		3.2	3.8	2.8	3.3	11.2	6.8	4.2	3.9
SL1344_2588		3.9	2.2	0.7	1.7	9.8	4	3.1	2.1
SL1344_2589		1.7	2.2	1	1.6	3.8	3.8	2	2.6
SL1344_2590	gpP	1.1	0	0	0.4	1.5	1.7	0.9	1
SL1344_2591	gpO	2.9	1.8	2	1.5	11.8	5.3	5.6	3.6
STnc1390		2460.8	1681.4	2718.8	2450.1	3144.5	322.2	2771.3	2473.1
SL1344_2592	cIIa	1	0.5	0	0.6	4.8	3.9	1.4	3.4
SL1344_2593		589.7	821.2	858.9	547.2	797.4	442	638.9	495.8
SL1344_2594		710	894.6	935.9	670.9	926.6	961.2	935.5	729
SL1344_2595		3.6	4	9.5	6.5	12.3	9.6	7	9.7
SL1344_2596		2.2	4	1	4.3	7.6	11.2	4.6	1.8
STnc1400		1563.2	1219.5	2440.4	1576.8	1033.3	96.4	1663.8	821.3
SL1344_2597	recEb	1.4	1	0.5	0.5	0.9	2.9	1.6	2
SL1344_2597A		0.5	0	0.1	0.5	0.8	0.4	0.7	1
SL1344_2598		0.3	0	0	0	0	0	0.5	0
SL1344_2599		3.1	0.7	0	0	1.2	5.3	3.8	4.5
SL1344_2600		13.6	18.5	5.6	7.7	9.4	15	12.1	5.8
SL1344_2601	rseC	49.7	95.9	22.8	24.2	34.4	32	33.8	26.5
SL1344_2602	rseB	75.8	104.9	36.8	43.5	74.4	86.7	77.7	60.8
SL1344_2603	rseA	92.7	173.3	42	60.1	126.7	95.7	101.5	87
SL1344_2604	rpoE	140.3	363.9	60.2	78	215.7	161	151.5	140.5
SL1344_2605	nadB	5.1	6.5	2.8	2.6	6.7	5.2	5.7	4.2
SL1344_2606	yfiC	29.4	39.9	19.5	19.8	33.9	46.2	33.4	12.8
SL1344_2607	srmB	80.1	67.2	36.9	75.7	42	90.3	60.8	27.9
SL1344_2608	yfiE	9.7	17.7	7.5	5.3	26.7	18	12.2	16.5
SL1344_2609	yfiK	3	4.6	1.9	3.2	4.6	6.1	4.9	3.6
SL1344_2610	yfiD	23	8.6	25.6	7.4	38.2	22.4	22.6	708
SL1344_2611	ung	82.3	78.4	72.8	63.9	207.5	120.4	90.7	92.5
SL1344_2612	yfiF	53.9	81.7	23.5	57.5	17.1	56	32.6	19.2
SL1344_2613	trxC	154.2	290.8	114.2	170.1	204.5	144.5	179.3	35
SL1344_2614	yfiP	47	49.3	17.1	20.1	15.8	46	39.6	24.9
SL1344_2615	yfiQ	34.6	27	25.2	11.2	14.4	61.1	26.3	53.4
SL1344_2616	pssA	83.9	112.1	32.6	62.3	48.6	104.6	68.4	54.9
SL1344_2617	yfiM	25.6	39	8.1	17.5	5.3	22.6	20.8	14.5
SL1344_2618	kgtP	5.8	21.2	4.5	6.9	38.6	12	9	7.6
SL1344_2619		2.4	8.6	1.1	2.1	15.3	4.9	4	5.6
SL1344_2620	clpB	390	286.3	303.7	316	614.6	483.4	713.2	484.1
SL1344_2621	yfiH	107.6	74.2	36.4	89.6	111.5	144.8	99.1	76.4
SL1344_2622	rluD	76.9	82.2	51.6	92.7	103.2	114.2	74.9	47.4
SL1344_2623	yfiO	127.6	189.6	62.5	84.1	103.4	201.4	137	72.3
STnc3160		70	95.7	52.2	78.8	80.5	89.6	103.1	287
SL1344_2624	yfiA	206.8	477.1	5560.6	61.1	1602.5	1456.2	662.3	17811.9
STnc2090		109.5	116.1	149.3	44.2	450.1	442.5	367	34640.6
sRNA3		391.9	2460.3	1973.5	419.2	1359.7	621	598.2	764.9
SL1344_2625	pheA	13.9	25	9.7	8.9	54.3	25.6	24	11.9
SL1344_2626		4.6	5.5	2.2	3.1	18.4	7	5.8	4.4
STnc3790		8.2	41.5	26.2	5.4	43.2	18.6	11.2	45.7
SL1344_2627	tyrA	34.3	33	18.1	21.8	57	38.9	36.4	25.3
SL1344_2628	aroF	25.9	42	24.5	20.1	75.4	45.9	32.9	26.9
SL1344_2629	yfiR	24.8	40.3	14.5	15.6	21.3	20.6	25.5	42.3
SL1344_2630	yfiN	14.6	21.7	11	6.2	9.1	12	12.7	19.5
SL1344_2631	int	89.3	76.6	56.6	69.6	146.7	117.4	115.2	55.1
SL1344_2632		146.8	119.9	156	99.8	295.6	225.8	213	83.4
SL1344_2633		88.1	61	42	56.9	140.2	111	109.2	39.3
SL1344_2634		0.4	0	0.5	0.4	6.3	0.7	0.3	0
SL1344_2635	cIIb	0.3	0	0	0.3	1	0.5	0.5	0.3
SL1344_2636		0.3	1	0	0	0.8	0	0.6	0
SL1344_2637		0.8	0	0	0.4	0.5	0.3	0.4	0
SL1344_2638		0.3	0	0	0	0.7	0	0	0
SL1344_2639		0	0	0	0	0	0	0	0.6
SL1344_2640		0.4	0	0.3	0.3	1.3	0.7	0.2	0
SL1344_2641		0.4	0.6	0.6	0.6	1.1	0.8	0.7	0.9
SL1344_2642	gpF	4.2	2.1	3.4	7.5	4.9	6.5	5.4	5.3
SL1344_2643	gpD	2.3	1.4	1.7	2.7	3.5	3.4	3.2	4.9
SL1344_2644		49.9	61.6	77.8	18.2	31.4	223.3	46.6	164.4
STnc3800		127.3	99.6	120.9	200.7	273	143.7	192	217.3
SL1344_2645	gpB	54.1	57.8	71	22.2	70	115.4	75.3	397.5
SL1344_2646	rpl19	2017.6	1684.9	778.9	1952.8	961.2	2595.1	1096.4	280.1
SL1344_2647	trmD	1428.1	738.9	186.5	1436.9	343.5	1233.1	770.7	95.5
SL1344_2648	rimM	2733.1	1154.1	205.7	2744.8	523	2055.1	1518.7	175.2
SL1344_2649	rps16	1488.5	1179.1	1784.1	2595	779.5	2360.6	1126	143.9
SL1344_2650	ffh	89.5	118.9	22.7	65.2	75.6	105.3	71.6	66
SL1344_2651	corE	82.7	89.3	53.1	54	58.5	83.2	73.2	24.3
SL1344_2652	corB	59.3	69.3	40.9	41.6	23.1	53.7	54.8	15.3
STnc4230		219.3	229.1	514.4	278.3	87.6	227.4	268.2	80.2
SL1344_2653		29	52.7	25.9	24.3	38	27.3	31.4	29
SL1344_2654	grpE	924.1	790.1	235.1	488.5	1723.7	933.1	1475.5	306.5
SL1344_2655	ppnK	17.3	25.2	7.6	7.4	18.8	28.5	20.8	20.9
SL1344_2656	recN	51.4	60.1	35.2	26.7	85	47.8	41.1	20.9
SL1344_2657	smpA	336	313.1	228.4	196	304.6	320.9	296.4	202.5
SL1344_2658	rnfH	78.4	54.9	26.4	74.9	74.4	137.7	104.6	80.4
SL1344_2659	yfjG	133.8	118.7	139.6	103.2	191.3	230.9	151.7	133.6
SL1344_2660	smpB	177.1	308.2	169.8	156.3	240.3	173.4	226.5	106.4
SL1344_2661	bapA	1.6	1.3	1.2	1.6	1.9	1	1.8	1.3
SL1344_2662		1.1	1.2	0.3	0.4	1.3	0.9	1.5	0.4
IsrL	IsrL	8.1	10.8	10.4	14.1	11.4	20.9	13.6	17.4
STnc3070		189.6	86.4	654.8	162.4	562.3	339.7	322.9	958.6
SL1344_2663		1.1	1	0.7	0.7	0.7	1.3	0.8	1
SL1344_2664		1.2	1.4	0.6	0.7	2.2	1.3	2.4	1.2
SL1344_2665		6.3	9.5	6	9.9	25.7	13.8	9.9	15
SL1344_2666		0.8	0.9	0.1	0.6	0.5	1.8	1.4	0.6
SL1344_2667	gpU	1.3	1.3	1	0.8	0.7	1.9	1.7	1.2
SL1344_2668		1.1	0.7	0.6	0.5	0.4	1.1	1.2	0.9
SL1344_2669	gpE'	0	0	0	1.1	1.4	1	2	0
SL1344_2670	gpE	0.9	2.7	0.5	1.3	2.8	3.1	2.4	1.9
SL1344_2671		0.9	0.8	0.6	0.8	1	1.1	3	1.1
SL1344_2672		1	1.2	1.1	1.2	0.9	0.9	1.4	0.1
SL1344_2673		2.4	3	0.8	3.3	5	5.1	2.4	1.4
SL1344_2674	sopE	8.5	7.5	13.8	8.6	10.4	7.3	5.5	6.9
SL1344_2675		3.9	3.6	2	1	8.8	4	5	1.4
SL1344_2676		1.4	1.3	1	0.4	0.8	2.7	1.9	1.1
SL1344_2677	gpI	1.7	1.4	0.3	0.7	0.6	1	1.4	1.2
SL1344_2678	gpJ	0.7	0.5	0.2	0.6	0.4	1.3	0.5	0.2
SL1344_2679	gpW	0.2	0	0	0.8	0.9	0	0	0.4
SL1344_2680		0	0.4	0	0.2	0	0.2	0	0
SL1344_2681		0.5	0.5	0	0.3	0	0.5	0.5	0.3
SL1344_2682		0.2	0	0	0	0.4	0.5	0.3	0.3
SL1344_2683		0	1	0	0	0	1.1	0	0
SL1344_2684		0.5	0.5	0	0.3	0.4	0.8	0.8	0
SL1344_2685		0.2	0	0	0.4	0	0.6	0.3	0
SL1344_2686	nucD2	0.4	1.3	0	0	0.7	0.5	0.8	0.6
SL1344_2687	nucE2	0.3	1	0	0	0	0	0	0
SL1344_2688		0.7	1	0	0	0	0	0.6	0
SL1344_2689		0.6	1.8	0	0	0	0.5	0	0
SL1344_2690		0.4	0.3	0.5	0.2	0.3	0.2	0.4	0.9
SL1344_2691		0.3	0.4	0	0	0.2	0.4	0.1	0.5
SL1344_2692		0.1	0.2	0.2	0.3	0	0	0.1	0
SL1344_2693		0	0.1	0.1	0	0.2	0.1	0.1	0
SL1344_2694		0.4	0.2	0.3	0.1	0.7	0	0.2	0.3
SL1344_2695		63.5	201.8	189.3	38.3	119.4	246.7	68.4	210
SL1344_2696		96.9	270.4	507.4	53.2	159.9	792.8	115.4	610.1
SL1344_2697		351.4	399.9	457.7	286.7	1308.3	689.4	592.1	613.6
SL1344_2698		185	203.2	261.7	130.7	511.9	359.3	304.8	620.4
SL1344_2699		51.5	65.6	70	28.9	116.5	35.3	43.2	26.8
SL1344_2700		56.2	62.5	69.3	32.2	189.3	69.6	44.6	23.4
SL1344_2701		2.4	3.3	2.3	2	2.8	2.6	3	3.4
SL1344_2702		1.4	1.7	0.6	2	4.6	2	3.1	2.7
SL1344_2703		0.3	0	0	0	0.7	1.5	1.1	0.6
SL1344_2704		0.8	3.6	0.5	1.2	2	1.4	1.1	1.7
SL1344_2705		7.6	9.1	9.4	16.9	5.7	4.3	9.3	10.1
SL1344_2706	cIIc	0.5	1.6	1.6	0.5	4.3	3	0.7	0.6
SL1344_2707	apl	1.9	1.7	0.7	1.6	9.6	4.7	1.9	1.7
SL1344_2708	cI	75.8	58	50.3	47.7	78.7	121.1	105.3	37.7
SL1344_2709		33.2	26.1	18.5	14.5	26.7	45.1	37.3	15.4
SL1344_2710		42.4	53.5	41.6	17	63.6	83.3	70.4	26.3
SL1344_2712		8.3	10	4.2	7	32.6	12.8	10	8.1
SL1344_2713		136.2	179.1	252.9	81.1	231.9	368.1	205.2	307.4
SL1344_2714		108.7	120.5	166.5	63	215.6	314.6	155.8	237.3
SL1344_2715		120.3	148.8	227.5	67.8	249.6	412.3	192.9	368.4
SL1344_2716		0.2	0	0	0	0.6	0.4	0.8	0.3
SL1344_2717		1.4	1.7	2.7	1.1	2.8	2.4	3.5	1.2
SL1344_2718		1.1	1.3	0.6	0.5	0.8	1	1.8	1.4
SL1344_2719		1052.4	407.9	887.5	960.8	1116.9	62.3	997.9	1225.3
SL1344_2720		6.9	3.6	0.7	5.3	1.5	2.6	3.7	0.6
SL1344_2721		4.7	5.2	1.5	4.2	0.5	2.9	2.6	1.8
SL1344_2722		5.4	4.4	2.7	3.6	2.4	7.9	6.5	2.9
SL1344_2723		0.7	0.3	2.1	0.3	0.4	7.7	1.3	16.4
SL1344_2725		0.5	0.6	0	0	0.5	1.1	0.2	4.5
SL1344_2726		61.4	95.3	82.1	56.3	108.8	77.1	81.1	28.9
SL1344_2727		36.9	115.2	70	39.1	174.5	93	75.3	69.8
SL1344_2728		2.5	1	0.8	1.9	1.6	2.2	2.8	2
SL1344_2729		0.7	0.7	0.4	0.3	0.1	0.4	0.7	0.3
SL1344_2730		207.1	207.7	318.1	188.1	303	504.8	351.6	213.1
SL1344_2731		104.3	116.5	172.5	71	139.4	251.7	170.3	92
SL1344_2732		186.5	144.6	277.3	192.9	119.5	381.9	216.3	203.1
SL1344_2733		5.3	5.1	2.3	2.4	3	3.7	4.6	2.5
SL1344_2734		0.1	0.8	0	0	0	0.4	0.2	0.3
SL1344_2735		0.5	0.6	0	0.7	0.5	0.3	1	0
SL1344_2736		0.1	0.6	0	0.1	0	0.2	0	0.1
SL1344_2737		0.5	1.4	0.5	0.7	0.8	0.6	0.9	1
SL1344_2738		41.3	31	45	21.4	35.6	28.2	32.2	10.3
SL1344_2739	hxlA	1.3	1.6	1.3	1.5	0.5	0.5	0.8	2
SL1344_2740	hxlB	0.5	0	0	0.5	0.9	0.6	0.4	0.3
SL1344_2741		0.2	0.5	0.2	0.8	0.4	0.1	0.3	0.5
SL1344_2742		0.3	0.4	0.5	0.4	0.2	0.3	0.4	0.6
SL1344_2743		0.2	0.1	0.4	0.5	0.2	0.6	0.4	11
SL1344_2744		0.8	0.7	0	0.3	0.8	0.8	0.7	0.8
SL1344_2745		12.6	16.5	19.8	13.2	20.9	23.2	19.2	5.7
SL1344_2746		18.9	26	25.2	16	71.3	36.9	26.8	24.2
IsrM	IsrM	1.2	3.2	1.5	0	4.1	1.4	2.6	5.6
SL1344_2747		16.7	22.7	15.1	11.6	24.7	34.2	23.2	34.9
SL1344_2747A		3.1	3.2	1.4	1.6	2.3	5.9	4.3	4.8
IsrN	IsrN	0.5	1.4	0	0	1.2	0.8	0	0
SL1344_2750		5.6	12.4	8.6	9.1	8.9	11.8	13.5	12.3
SL1344_2751		188.6	297.2	192.6	86	119.2	326.7	325	104.8
SL1344_2752		241.9	354.3	293.1	174.9	226	529.1	478.5	215.5
SL1344_2753		6.6	5.5	22.4	4.5	9.1	12.8	7.6	9
SL1344_2754		2	1.4	0.6	1.2	1.2	2.3	3.2	3.3
SL1344_2755	fljA	8.2	11.9	4.9	6	13.9	3.5	7.6	10
SL1344_2756	fljB	61	21.5	11	17.7	29.9	20	16.1	34.1
SL1344_2757	hin	7.4	11.2	5.7	5.9	57.7	16.7	11.8	14.7
SL1344_2758	iroB	3.2	9.3	1.5	3.8	2.1	19.6	1087.3	1
SL1344_2759	iroC	2.6	3.9	1.2	2.2	2.1	9.3	425.5	2.7
SL1344_2760	iroD	1.5	2	0.7	2	0.7	4.6	121.6	1
SL1344_2761	iroE	3.6	4.9	2.3	4.2	6.7	8.3	98.1	4.4
SL1344_2762	iroN	4.5	3.3	1.9	3.1	4.1	39	749.2	4.1
SL1344_2763	pipB2	9.2	14.4	9	28.4	103.6	14.9	12.1	12.2
SL1344_2764	virK	90.5	88.1	80.3	963.6	452.8	205.8	89	32.7
SL1344_2765	mig-14	176.5	124.4	120.1	556.7	417	227.1	159.8	28
SL1344_2767	nixA	13.7	30.7	11.3	26.3	41.8	20.6	20.1	37.9
SL1344_2768	tctE	9.4	20.4	17.8	4.1	5.2	25.3	11.4	8.9
SL1344_2769	tctD	6.3	17.2	15	2.6	10.1	75.6	8.4	8.7
SL1344_2770		3.6	4.9	6	2.2	2.3	6.8	4.2	3.8
SL1344_2771		0.9	1.9	1.1	0.6	0	3.5	2.5	0.7
SL1344_2772		2.5	5.3	2.7	2	3.1	2.8	4.2	2.7
SL1344_2773	csiD	0.9	0.2	0.3	0.5	4	1.8	0.5	0.4
SL1344_2774	ygaF	1.3	1	0.4	0.5	1.5	1.3	1	1
SL1344_2775	gabD	0.6	1	0.1	0.2	0.7	0.6	0.9	0.5
SL1344_2776	gabT	0.6	1.3	0.6	0.5	0.7	1.3	1.8	1
SL1344_2777	gabP	3.2	4.1	2	1.9	4.9	4	4.2	5.3
SL1344_2778	ygaE	3.5	5.2	4.1	3	8.3	4.3	4.4	5.1
SL1344_2779	ygaU	13.6	10.1	8	9.3	525.2	36.2	41.4	69.5
SL1344_2780	yqaE	15.1	24.8	25.7	13.6	1368.6	72.5	60.5	123.9
SL1344_2781		12.9	25.1	8.2	9.6	67.5	18.4	18.6	18.4
SL1344_2782	ygaP	5.6	13.4	2.5	3.3	17.8	9.9	7.5	9.5
SL1344_2783	stpA	1059.4	1059.9	750.4	956.1	5472.1	1111.8	959.6	286.2
SL1344_2784		24.1	55.3	20	18.3	81	48.9	50	295.6
SL1344_2785	ygaC	19.3	10.6	7.9	18.5	289.8	34.2	18.2	11.8
SL1344_2786	ygaM	19.6	11	11.6	7.2	367	84.2	45.1	73.3
SL1344_2787		12	6.5	7.4	7.6	23.5	21.1	18.7	11
SL1344_2788		5.9	2.9	1.9	2.8	12.6	5.1	5.8	3.6
SL1344_2789		0.8	0	2.8	0	1.9	2	3.4	0.8
STnc3080		26.5	28.6	38.4	15.9	49.4	116.5	548.5	18.7
SL1344_2790	nrdH	32	8.4	4.7	9.3	74.8	207.9	612.4	2.3
SL1344_2791	nrdI	32	11.1	2.4	6.6	26.9	108.5	411	2.1
SL1344_2792	nrdE	24.2	9.3	2.7	5.2	29.6	100	328.8	2.3
SL1344_2793	nrdF	41.3	17.5	19.8	20.2	74.7	138.6	472.3	12.3
SL1344_2794	proV	18.4	68.3	25.3	26.8	1636.6	40.1	48.8	4.7
SL1344_2795	proW	9.1	11.3	8	11.3	770.7	16.2	20	3.9
SL1344_2796	proX	8.1	7.3	3.1	7.9	762	15.6	17.4	3.3
SL1344_2797		7.8	19.4	9.3	12	85.3	10.8	10.8	8.1
SL1344_2798	emrR	203	287	143.3	252	273.1	324	199.2	148.6
SL1344_2799	emrA	71.3	111	29.3	87.7	61.7	97.5	58.5	39.7
SL1344_2800	emrB	42.8	69.1	35.1	62.5	36	52.7	35.5	23.4
SL1344_2801		2.4	3.2	1.7	2.3	4.7	4.2	4.2	5.4
SL1344_2802	luxS	143.7	93.6	55.5	97	73	266.2	135.3	84.6
MicA	MicA	753	14600.5	1871.4	771.5	11778.8	640.7	541.5	4470.7
SL1344_2803	gshA	81.2	57.9	19.4	56.8	40.2	114	79.3	34.7
SL1344_2804	yqaA	135.5	100.3	66.5	76.9	59.6	120.9	104.2	70.4
SL1344_2805	yqaB	117.4	137.1	52.5	90.2	96.5	150.6	107.2	78.8
SL1344_2806	csrA	1448.1	1140.4	1039.3	1086.7	1714.1	2260.2	1284.1	1158.7
SL1344_2807	alaS	203.9	145.2	50.5	123.7	58.3	288.3	200.4	72.7
SL1344_2808	oraA	30.2	38.9	9.1	25.9	44.6	18.8	30	25.1
