Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
STnc2050		540.3	80	17.3	62.6
SL1344_1979		2.3	0.7	0.2	0.1
SL1344_1980		0.9	1	0.7	1.4
SL1344_1981		0.7	1.5	0	1
SL1344_1982		2	2.4	2.2	5.8
SL1344_1983		2.5	2.9	3	3.7
STnc3680		93.9	48.6	64.3	101.7
SL1344_1985		10.1	4.3	2.1	7.9
SL1344_1986	amn	28.5	30	14.5	23.9
SL1344_1987		40.8	77	15.3	71.2
SL1344_1988		36.9	43.6	28.9	41.4
SL1344_1989		75.5	102.9	170.8	72.2
SL1344_1990	yeeO	6.7	14.1	6.4	18.1
SL1344_1991	erfK	15.8	35.9	14.5	27
SL1344_1992	cobT	14.3	19.2	3.5	11
SL1344_1993	cobS	12.6	17.5	2.9	6.4
SL1344_1994	cobU	9.2	9.4	1.5	7.4
SL1344_1995	cbiP	9.3	9.6	1.3	7.5
SL1344_1996	cbiO	17.1	28	10.6	18.1
SL1344_1997	cbiQ	4.9	4.5	1.1	4.3
SL1344_1998	cbiN	6.9	8.3	3.2	8
SL1344_1999	cbiM	5.8	6	2	3.2
SL1344_2000	cbiL	3.7	3	1	1.1
STnc1530		76.9	197.1	79.3	165.5
SL1344_2001	cbiK	2.5	2.8	0.6	0.8
SL1344_2002	cbiJ	4.1	4	0.7	1.4
SL1344_2003	cbiH	2.4	1.7	0.5	0.9
SL1344_2004	cbiG	3.3	2.3	0.8	1.2
SL1344_2005	cbiF	2.3	1.5	0.5	1.3
SL1344_2006	cbiT	2.5	2	0.5	1.4
SL1344_2007	cbiE	1.7	1.7	0.3	0.8
SL1344_2008	cbiD	2.5	2.8	0.3	1
SL1344_2009	cbiC	2.8	2.3	0.6	1.8
SL1344_2010	cbiB	2.8	2.5	0.5	2.8
SL1344_2011	cbiA	1	1.2	0.3	1.4
SL1344_2012	pocR	3.4	2.5	2.3	6.4
SL1344_2013	pduF	8.1	9.3	1.4	13.7
SL1344_2014	pduA	0	0	0	0.4
SL1344_2015	pduB	0.2	0.3	0	0
SL1344_2016	dhaB	0.2	0.3	0.1	0.2
SL1344_2017	pduD	0.3	0.3	0	0.3
SL1344_2018	pduE	0.6	0.4	0.5	0.4
SL1344_2019	pduG	0.9	0.8	0.6	1
SL1344_2020	pduH	0.8	1	0	0.2
SL1344_2021	pduJ	1.5	0.5	0.7	0.7
SL1344_2022	pduK	1	1.1	0.4	1.2
SL1344_2023	pduL	0.7	0.7	0.3	1.1
SL1344_2024	pduM	0.8	0.1	0	0.3
SL1344_2025	pduN	0.2	0.5	0.3	0.5
SL1344_2026	pduO	0.5	0.5	0.1	0.3
SL1344_2027	pduP	0.6	0.4	0.1	0.5
SL1344_2028	pduQ	0.5	0.6	0	0.1
SL1344_2029	pduS	0.7	0.7	0	0.6
SL1344_2030	pduT	0.8	0.2	0.2	0
SL1344_2031	pduU	1.3	1	0	0.5
SL1344_2032	pduV	0.7	0.2	0.2	0.1
SL1344_2033	pduW	4.7	9.1	2.2	4.4
SL1344_2034	pduX	17	34.4	18.4	27.2
SL1344_2035	yeeX	930.6	899.5	621.1	865.5
STnc3700		90	187.9	162.8	147.7
SL1344_2036	yeeA	27.8	59.7	37	39.8
STnc1650		72.6	127.7	112.2	172.5
SL1344_2037	gyrI	76.1	70.6	2020.7	63.6
SL1344_2038	dacD	14.3	19.8	1.7	2.9
SL1344_2039	phsC	4.2	7.1	4.3	7.5
SL1344_2040	phsB	2.1	3.2	0.9	3.5
SL1344_2041	phsA	1.8	2.3	1.1	2
SL1344_2042		1.2	1.9	0	2.9
SL1344_2043	sopA	1.6	3	1.6	7.7
SL1344_2044	sbcB	20.6	22.5	7	18.4
SL1344_2045	yeeF	49.5	14.4	11	10.8
SL1344_2045A	yoeI	102.9	18.5	8.6	4
SL1344_2046	yeeY	17.7	67	17.4	29.3
SL1344_2047	yeeZ	70.8	120.9	45	53.1
STnc700		3101.8	2060.5	2591.3	3990.2
SL1344_2048	hisG	51.4	49.2	13.3	11.6
SL1344_2049	hisD	43.2	40.7	14.1	11.5
SL1344_2050	hisC	46.9	37.9	11.7	8
SL1344_2051	hisB	66.4	43.8	10.6	15
SL1344_2052	hisH	50	40.2	6.1	9.7
SL1344_2053	hisA	52.6	49.4	7.6	12.6
SL1344_2054	hisF	72.5	69	12.4	20.4
SL1344_2055	hisI	73.9	48.4	12.3	15.9
SL1344_2056	wzzB	369.2	243.2	20.9	198.6
SL1344_2057	udg	1540.4	989.8	106.4	813.5
SL1344_2058	gnd	173.7	88	57	58.2
SL1344_2059	rfbP	82.4	74.4	54.8	64.5
SL1344_2060	rfbK	75.8	50	28.5	36.6
SL1344_2061	cpsB2	79.2	52.7	29.4	30.1
SL1344_2062	rfbN	84.5	69	39.5	34.2
SL1344_2063	rfbU	71.1	73.1	46.2	34.6
SL1344_2064	rfbV	145.5	152.9	90.6	86.2
SL1344_2065	rfbX	81.5	92.2	36.4	57.2
SL1344_2066	rfbJ	181.6	153	44.5	123.9
SL1344_2067	rfbH	300.5	162.2	52.8	135
SL1344_2068	rfbG	183.6	101.9	41.6	86.7
SL1344_2069	rfbF	144.8	77.8	60	59.7
SL1344_2070	rfbI	127.8	71.6	14	61.4
SL1344_2071	rfbC	183.8	112.1	16.1	105.5
SL1344_2072	rfbA	83.6	54.5	11	31.7
SL1344_2073	rfbD	61	42.4	12.6	32
STnc1320		55.2	89.6	85.5	106
SL1344_2074	rfbB	76.5	47	17.1	43.4
SL1344_2075	galF	201.1	240.6	21.2	114.7
SL1344_2076	wcaM	2	2.3	0.5	1.4
SL1344_2077	wcaL	2	2.1	0.5	0.8
SL1344_2078	wcaK	1.2	1.7	0.6	0.7
SL1344_2079	wzx	1.2	1.6	0.6	0.5
SL1344_2080	wcaJ	1.4	1.1	0.2	0.4
SL1344_2081	cpsG	0.8	0.8	0.3	0.7
SL1344_2082	cpsB	1.3	0.4	0.4	0.8
SL1344_2083	wcaI	1.6	1.3	0.4	0.7
SL1344_2084	gmm	0.8	1.3	0.2	1.1
SL1344_2085	fcl	1.5	0.9	0.3	0.7
SL1344_2086	gmd	1.9	1	0.5	0.5
SL1344_2087	wcaF	1.7	0.5	0.2	1.5
SL1344_2088	wcaE	2.6	1.7	1.5	2.7
SL1344_2089	wcaD	2.7	5.1	1.7	4.6
SL1344_2090	wcaC	1.5	1.7	0.1	1.1
SL1344_2091	wcaB	1.3	1.3	0.4	0.6
SL1344_2092	wcaA	2.9	3.9	0.9	2.7
SL1344_2093	wzc	1.3	1.4	0.6	1.4
SL1344_2094	wzb	1.1	1.2	0.8	1.7
SL1344_2095	wza	0.7	1.4	0.3	0.8
SL1344_2096	yegH	16.6	16.1	11.8	20.1
SL1344_2097	asmA	51.3	53.9	12.1	58.4
SL1344_2098	dcd	35.9	31.2	6.9	21.4
SL1344_2099	udk	57.8	56.5	6.1	40.2
SL1344_2100	yegE	11	22.9	1.9	12.8
SL1344_2101	alkA	7.4	12.5	2.2	5.3
SL1344_2102	yegD	3.6	2.3	0.8	1.2
RyeC	RyeC	5048.6	2727.4	4518	3415.7
SL1344_2103		3.1	5	1.5	4.5
SL1344_2104	yegN	2.8	5.4	0.8	2.7
SL1344_2105	yegO	2.8	4.7	0.9	2.5
SL1344_2106	yegB	15.1	16.7	1.9	4.6
SL1344_2107	baeS	15.7	20.6	4.2	7.7
SL1344_2108	baeR	20.3	22.9	6	9.3
STnc1150		903.5	1044.3	1079.8	846.6
SL1344_2109		1.2	0.7	0.2	1.8
SL1344_2110		1.6	3.1	0.5	2.3
SL1344_2111		3.4	4.7	2.2	4.1
SL1344_2112	yegQ	12.5	5.1	2.3	2.7
CyaR	CyaR	559.9	144.4	2049.5	1086.1
SL1344_2113	sseK2	63.5	46	2.3	8.8
SL1344_2114	srcA	225.3	291.5	32.7	301
SL1344_2115		225.2	236.8	86.8	117.7
SL1344_2116		8.8	10.6	3.9	13.9
SL1344_2117	yegS	34.1	68.6	3.8	22.2
SL1344_2118	fbaB	217.7	416.4	24.1	33
SL1344_2119	yegT	5.2	5.7	1.6	3.9
SL1344_2120	yegU	12.6	19.4	8	4.7
SL1344_2121	yegV	5.2	5.7	1.6	2.3
SL1344_2122	yegW	76.1	86.4	69.9	71.3
SL1344_2123	thiD	84.5	92.7	24.6	65.6
SL1344_2124	thiM	56.1	65.4	11.7	53.5
SL1344_2125		61.6	70.3	56.5	119.6
STnc740		107.7	143.7	180.5	254.7
SL1344_2126	stcD	3.1	5.9	8.3	11
SL1344_2127	stcC	2.5	5.4	2.6	8.1
SL1344_2128	stcB	0.6	2.3	3.5	1.9
SL1344_2129	stcA	1.5	1.3	0.7	1.4
SL1344_2130	yehE	68.2	36.2	403.8	54.4
SL1344_2131	mrp	72.2	46.2	16	22.8
SL1344_2132	metG	66.6	49.8	13.8	34.3
SL1344_2133	yehR	5.3	5.7	3.2	14.9
SL1344_2134		11.5	32	12.7	19.2
STnc1890		83.3	317.3	274.3	239.8
SL1344_2135	yehS	40.6	46.6	13	42.6
SL1344_2136	yehT	13.3	8.9	2.5	6.1
SL1344_2137	yehU	8.9	4.7	2.3	4.2
SL1344_2138	yehV	28.1	90.1	7.1	32.1
SL1344_2139	yohO	393.3	693.6	1039.2	674.3
SL1344_2140	yehW	16.1	23.1	1.5	10.5
SL1344_2141	yehX	20	26.9	2.6	21.8
SL1344_2142	yehY	18.7	43	3.7	28.2
SL1344_2143	yehZ	40.1	95	12.2	73
SL1344_2144	bglX	18.4	19.3	5.4	9.7
SL1344_2145	dld	30.5	41	5.6	13
SL1344_2146	pbpG	39.3	42.5	10.2	26.6
STnc3720		44.9	181.3	54.5	126.9
SL1344_2147	yohC	17.6	115.7	13.4	26.3
SL1344_2148	yohD	17	31.1	6.5	14.6
SL1344_2149	yohF	12.2	19.3	3	9.4
SL1344_2150	yohG	5.2	5.1	3.2	2.7
STnc1330		416.6	1550.4	508.8	1799.3
SL1344_2151	yohI	8.8	6.4	1.4	4.7
SL1344_2152		4.8	5.8	3	5.9
SL1344_2153		4.1	5.8	2.1	4.4
SL1344_2154		1.8	2.1	0.6	2
SL1344_2155		0.8	1.2	0.4	1.6
SL1344_2156		0.7	0.6	1	0.7
SL1344_2157		14.2	15.4	12	15.7
SL1344_2158	yohJ	104.1	160.9	124	185.3
SL1344_2159	yohK	24.6	27.5	2.6	15.4
SL1344_2160	cdd	40.4	49.5	7.2	28.3
SL1344_2161	sanA	42.3	57.6	31.9	56.6
SL1344_2162	b2145	23.9	71.9	6.6	34.6
SL1344_2163		2.3	2.6	1.2	2.1
SL1344_2164	yeiA	5.1	4.5	1.8	4.3
SL1344_2165	mglC	9.3	5.5	2.9	5.9
SL1344_2166	mglA	5.3	3.9	2.7	9.1
SL1344_2167	mglB	9.9	7.5	4.7	7.9
SL1344_2168	galS	3.7	3.6	1.4	3.2
SL1344_2169	yeiB	39.9	28.3	18.2	45
SL1344_2170	folE	63	33.3	62.2	44.3
SL1344_2171	yeiG	286.4	213.5	70.8	69
SL1344_2172		19	19.3	24.9	29.2
SL1344_2173		5.9	6.4	6.6	6.8
SL1344_2174		0.3	0.5	0.3	0.2
SL1344_2175		3.6	5.2	1	4.9
SL1344_2176	cirA	1.7	2.7	1.9	2.9
SL1344_2177	lysP	155.4	51.4	16.5	54.6
SL1344_2178	yeiE	26.4	25.7	9.7	38.2
SL1344_2179	yeiH	10.5	5.4	7.3	107.6
SL1344_2180	nfo	27.4	27.8	13.5	27.9
SL1344_2181	fruA	8.5	13.9	4.6	4.1
SL1344_2182	fruK	8.2	10.5	2.6	1.7
SL1344_2183	fruB	8.8	9.2	2.9	1.1
SL1344_2184	setB	3.7	2.7	0.8	2.4
SL1344_2185	STM228	4.3	9.3	15.4	7.9
SL1344_2186	STM229	5.8	3.9	1.5	4.1
SL1344_2187		17.3	12.6	3.6	17.9
SL1344_2188	yeiP	128.8	49.2	13	16.7
SL1344_2189	yeiR	17.6	17.7	9.4	18.1
SL1344_2190	yeiU	180.5	88.4	19.2	25.8
STnc3010		141.9	127.8	145.9	245
SL1344_2191	spr	319.6	131	23.8	219.9
SL1344_2192	rtn	26.6	30.5	8.7	48.3
SL1344_2193	yejA	21.9	28.4	3	23.8
SL1344_2194	yejB	37.9	75.4	13.8	31.6
SL1344_2195	yejE	22.8	35.7	2.2	14.6
SL1344_2196	yejF	22.5	25	2.2	8.8
SL1344_2197	yejG	353.1	484.9	1695.3	420.2
STnc1340		94.7	121.3	186	157.9
SL1344_2198	bcr	19.3	22.6	3.1	17.5
STnc1540		364.5	180.8	166.5	359.1
SL1344_2199	rsuA	24.4	31.2	7.4	24.6
SL1344_2200	yejH	7	8.4	2.5	7.5
SL1344_2201	rplY	1069.9	314.8	136.4	80.1
SL1344_2202		114.7	81.9	23.7	53.2
SL1344_2203	yejK	77	41.8	3.8	9.4
SL1344_2204	yejL	116.8	107.7	50.6	81.2
SL1344_2205	yejM	42.5	37.2	4.3	33.6
SL1344_2206		3.6	4.2	2.1	1.5
SL1344_2207		1.8	1.4	0.9	1.9
SL1344_2208	oafA	84.2	28.3	15.1	43
SL1344_2209		57.7	18.5	2.7	4.7
SL1344_2210		86.9	18.7	2.9	7.9
SL1344_2211		46.1	12.8	1.2	1.6
SL1344_2212		47.6	12.2	0.7	0.6
SL1344_2213		64	15.2	1.7	0.4
SL1344_2214		56.9	28.2	16.9	18.6
SL1344_2215		115.7	68.8	6.9	15.9
SL1344_2216		48.8	22.3	1	2.5
SL1344_2217	sspH2	128.7	68.3	5.5	10.7
SL1344_2218		1.6	3	0	0.3
SL1344_2219		3.9	13.4	0.5	2.4
IsrG	IsrG	9	10	0.3	2.2
SL1344_2220		4.2	10.1	2.2	12
SL1344_2221		115.6	646.4	7.7	6.1
SL1344_2222	narP	24.4	34.7	15.1	28
SL1344_2223	ccmH2	2.8	1.8	0.5	1.1
SL1344_2223A	ccmG2	0	0	0	0
SL1344_2223B	ccmF2	0	0	0	0
SL1344_2223C	ccmE2	0.6	0.4	0	0.1
SL1344_2223D	ccmD2	0	0	0	0
SL1344_2223E	ccmC2	0	0	0	0
SL1344_2223F	ccmB2	0	0	0	0
SL1344_2224	ccmA2	0.9	0.7	0.4	0.1
SL1344_2225	napC	8.6	5.6	1.2	5
SL1344_2226	napB	6.4	3.8	2	3.6
SL1344_2227	napH	10	5.4	2.1	4.5
SL1344_2228	napG	2	1.3	1.2	2.1
SL1344_2229	napA	3.5	3	2.4	4.1
SL1344_2230	napD	2.1	1.8	0.7	5.2
SL1344_2231	napF	2.7	2.8	0.2	2.9
SL1344_2232	eco	3.7	7.2	7.7	2.8
SL1344_2233	yojI	7.3	5.7	2.8	8.4
SL1344_2234	alkB	11.1	14.1	3.2	6.3
SL1344_2235	ada	15.7	24	7.6	13.1
SL1344_2236	apbE	16.1	7.3	3.3	2.6
SL1344_2237	ompC	1975.9	417.4	1095.3	287.5
MicF	MicF	437.3	2030.6	707.9	608.2
SL1344_2238	yojN	75.1	53.6	20.8	40.7
SL1344_2239	rcsB	163.3	107.9	66.7	80.5
SL1344_2240	rcsC	34.6	27.3	6.3	27.4
SL1344_2241	gyrA	112.3	59	23.5	36.4
SL1344_2242		7.1	11.9	4.4	14.8
SL1344_2243		1.8	1.7	0.1	1.9
SL1344_2244		4.7	8.5	6.5	29.1
SL1344_2245	ubiG	64.3	81.3	21.3	53
SL1344_2246	nrdA	45.4	35.5	17	66
SL1344_2247	nrdB	44.8	31.7	9.2	51.7
SL1344_2248	yfaE	51.4	31.5	8.9	52
SL1344_2249		9	7.1	5.2	6.6
SL1344_2250		6	13	6.4	7
SL1344_2251	glpQ	8	5.5	6.2	12
SL1344_2252	glpT	5.2	5.7	2.7	7
SL1344_2253	glpA	1.3	2.9	1.3	1.4
SL1344_2254	glpB	2.1	1.9	1.1	1.6
SL1344_2255	glpC	10.3	15.1	5.6	6
IsrH_1_2	IsrH_1_2	75.4	104.3	24.8	25.2
SL1344_2256	sseL	1102	1655.6	236.5	279.7
SL1344_2257		27.8	31.8	23.1	47.7
SL1344_2258		8.2	9.9	1.7	3
SL1344_2259	yfaV	6.3	13.2	2	6
SL1344_2260	yfaW	6	11.7	1.7	6
SL1344_2261	yfaX	1.3	1.7	1.4	0.6
SL1344_2262		29.9	33.3	21.2	22.8
SL1344_2263	yfaZ	35.5	34.1	14.9	26.9
SL1344_2264	yfaO	27.6	48.3	36.9	43
SL1344_2265	ais	168.5	112.7	28.8	256.6
SL1344_2266	yfbE	377.3	209.6	145.7	302.1
SL1344_2267	pmrF	366.3	241.6	53.8	257.6
SL1344_2268	yfbG	298.9	167.2	37.1	133.9
SL1344_2269		230.9	122.6	21.2	106.5
SL1344_2270	arnT	179.3	107.6	13.5	74
SL1344_2271		165.3	89.3	13.4	45.1
SL1344_2272		76.3	39.6	8.6	23.2
SL1344_2273	pmrD	758.4	841.8	485.7	201
SL1344_2274	menE	14.5	12.1	1.9	6.6
SL1344_2275	menC	19.4	17.2	4.6	7.9
SL1344_2276	menB	19.1	15.2	4.9	5.5
SL1344_2277	yfbB	11.3	8.7	4.5	4.5
SL1344_2278	menD	5.8	3.2	0.9	3.9
SL1344_2279	menF	14.5	16.7	2.2	8.2
SL1344_2280	elaB	372.8	1101.7	41.3	150
SL1344_2281	elaA	27.8	26.6	10	14.9
SL1344_2282	elaC	12.4	11.2	17.8	17
SL1344_2283		12.2	44.8	259.6	478.4
SL1344_2284	yfbK	7.6	8.5	3.1	5.4
SL1344_2285	nuoN	92	52.1	23.2	19.9
SL1344_2286	nuoM	90.8	53	23.3	18.1
SL1344_2287	nuoL	116.6	70.6	41.2	23.2
SL1344_2288	nuoK	86.4	71.8	24	18.4
SL1344_2289	nuoJ	90.2	58.1	22.6	18
SL1344_2290	nuoI	117.9	85.6	32.3	33.9
SL1344_2291	nuoH	113.9	64.6	34.7	41.7
SL1344_2292	nuoG	116	92	33.4	64.2
SL1344_2293	nuoF	89.2	68.1	15.9	47.9
SL1344_2294	nuoE	157.6	124.6	39.3	109
SL1344_2295	nuoC	110.4	92.4	24.4	77.1
SL1344_2296	nuoB	136.5	113.4	19.3	88
SL1344_2297	nuoA	146.6	107.7	32.5	101.5
SL1344_2298		15.9	15.7	5.9	18.8
STnc1550		51.7	73.9	109.4	123.4
SL1344_2299	lrhA	77.6	87.4	12.4	33
SL1344_2300	yfbQ	33.5	14.7	4.9	14.6
SL1344_2301		23.3	21.6	18.3	19.1
SL1344_2302	yfbS	20.1	27	4.3	21.3
SL1344_2303	yfbT	88.3	83.6	25.3	59.5
SL1344_2304	yfbU	100.8	91.9	37.1	46.3
SL1344_2305		62.5	104.2	76.1	76.1
SL1344_2306	ackA	168.4	89	20.2	53.2
SL1344_2307	pta	99.4	56.7	18.4	18.1
STnc1560		853.2	292.6	664.8	530.4
STnc3730		128	135.8	85.2	62.9
SL1344_2308	yfcC	4.5	3.5	1.9	2.8
SL1344_2309		6.8	6.7	6.8	4.7
SL1344_2310		1.6	0.7	1.6	0.8
SL1344_2311		1.5	1.5	1.4	0.9
SL1344_2312		1	0	0.7	0.2
SL1344_2313		3.4	2.2	5.9	2.7
SL1344_2314		10.8	12.9	4.8	13.9
SL1344_2315		167	129.2	29.1	71.8
SL1344_2316	yfcE	208.9	188.9	45.4	117
SL1344_2317	yfcF	73.2	84.7	31.8	41.2
SL1344_2318	yfcG	13	36.8	3.4	12.9
SL1344_2319	yfcH	21.7	44	20.8	39.3
STnc3740		229.4	303	125.3	168.7
SL1344_2320	hisP	68	34.7	7.4	30.5
SL1344_2321	hisM	58.3	32.4	7.4	26
SL1344_2322	hisQ	64.5	24.2	10.6	27.3
SL1344_2323	hisJ	189.7	78.1	65.9	76.4
SL1344_2324	argT	100.3	11.6	102.1	37.6
SL1344_2325	ubiX	52	86.6	16.9	57.8
SL1344_2326		21.3	25	7.7	15.7
SL1344_2327		10.2	8.4	5.9	16.9
SL1344_2328		4.7	3	2.1	4.5
SL1344_2329		3.5	3.1	3.8	4.1
SL1344_2330		6.9	11.7	10.9	6.7
SL1344_2331	purF	222.6	72.2	58.9	28
SL1344_2332	cvpA	471.1	179	29.7	17.9
SL1344_2333	dedD	102.8	109.1	73.6	74
SL1344_2334	folC	93.7	90.3	24.4	69.6
SL1344_2335	accD	317.6	217.8	45.3	122.3
SL1344_2336	dedA	259.3	248.1	78	115.3
SL1344_2337	truA	310.2	295.8	140.2	128.4
SL1344_2338	usg	284.4	201.9	177.9	83.3
SL1344_2339	pdxB	71	52.4	10.7	35.5
SL1344_2340	div	10.9	12.3	1.5	4.6
SL1344_2341		29.8	25.6	3.3	24.1
SL1344_2342		1.2	1.6	0.2	3.5
SL1344_2343		2.7	2.8	0.7	5.3
SL1344_2344		1	1.5	1.2	3.2
SL1344_2345		0.7	1.5	0.2	1.4
SL1344_2346		9.8	16.9	3.7	5.7
SL1344_2347	fabB	183.8	215.1	85.4	78.1
SL1344_2348	mnmC	19.8	28.3	12.9	22.8
SL1344_2349	yfcL	145	71.3	69.1	47.6
SL1344_2350	yfcM	43.6	26.9	2.6	12.1
SL1344_2351	yfcA	25.4	14.1	1.9	7.1
SL1344_2352	mepA	29.8	24.7	6.6	14.3
SL1344_2353	aroC	44.3	29.1	8.6	14.6
SL1344_2354	yfcB	58.6	42.5	7.9	18.4
SL1344_2355	yfcN	14.4	19	9.7	10.9
SL1344_2356	sixA	462.3	576.6	36.2	84.4
SL1344_2357	fadJ	135.4	117.9	10.5	15.7
SL1344_2358	fadI	1.6	2.7	2.4	2.5
SL1344_2359	yfcZ	157.9	226	72.3	55.1
SL1344_2360	fadL	21.1	15.7	13.8	16.4
SL1344_2361	vacJ	87.4	87	26.1	50
SL1344_2362	yfdC	10.7	20.8	3.3	19.7
SL1344_2363	pgtE	64.3	125.9	19.5	18.8
STnc3750		193	244.5	57	115.5
SL1344_2364	pgtA	9.8	8.6	1.9	7.8
SL1344_2365	pgtB	8	6.4	1.2	4.9
SL1344_2366	pgtC	5.8	7	1.7	5.2
SL1344_2367	pgtP	2.7	3.7	2.8	4.4
SL1344_2368		19.2	23.1	36.2	31.4
SL1344_2369	lpxP	1.5	5.2	0.9	2.6
SL1344_2369A	ypdK	161.4	383.9	119.8	275.5
SL1344_2370	yfdZ	60.3	75.5	21.4	62.2
tpke70	tpke70	10.8	15.6	4.8	18
STnc3760		59.2	52.8	185.2	146
SL1344_2371	glk	49.5	80	22.9	35.8
SL1344_2372		10.6	17.2	6.3	16.3
SL1344_2373		2.2	3.5	1.5	2.8
SL1344_2374		25.3	29.5	15.9	13.7
SL1344_2375	ypeC	36.3	46.4	27.5	38.3
SL1344_2376	mntH	10	20.2	946	38.3
SL1344_2377	nupC	174	56.6	15.2	28.4
SL1344_2378	yfeA	15.3	29.2	5.1	16.9
SL1344_2379	yfeC	24.4	61	32.5	36.7
SL1344_2380	yfeD	14.9	15.5	6	18.9
SL1344_2381	gltX	72.9	40	14.7	28.5
SL1344_2382	xapR	4.5	5.6	1.2	4.9
SL1344_2383		2.9	6	0.6	4.3
SL1344_2384	xapB	7.4	10.2	7.7	13.1
SL1344_2385	flhAb	0.9	1.3	0.7	1.1
SL1344_2386	yfeN	5	10.4	10.4	9.9
SL1344_2387	yfeR	4.9	8.7	1.8	8
SL1344_2388	yfeH	16.2	12.4	9.4	12.4
SL1344_2389		29.6	30.7	9.6	15.4
SL1344_2390	lig	22.5	24.8	5.7	17.2
SL1344_2391	zipA	161.7	187.9	133.4	244.5
SL1344_2392	cysZ	21.1	22.3	8.6	20.9
SL1344_2393	cysK	600.5	419.5	731.9	234.9
SL1344_2394	ptsH	583.4	342.4	82.7	101.8
SL1344_2395	ptsI	357.8	210.5	70.4	115.6
SL1344_2396	crr	642.7	443.3	201.7	276.8
SL1344_2397		13.8	7.4	3	14.6
SL1344_2398	pdxK	12.8	8.1	5	14.2
SL1344_2399	ptsJ	7.2	6.8	3.3	9.4
SL1344_2400	yfeJ	7.1	5.3	1.6	4
SL1344_2401	yfeK	10.5	6.3	2.9	10.8
SL1344_2402	yfeL	36.3	67.1	21.5	24.9
SL1344_2403	cysM	64.6	29.9	5.9	21
SL1344_2404	cysA	184.1	123.3	63.5	33.2
SL1344_2405	cysW	167.9	129.1	110.5	62.1
SL1344_2406	cysU	156.6	153.5	309.2	105.4
SL1344_2407	cysP	147.9	136	412	131.8
SL1344_2408	ucpA	24.9	27.5	28.9	20.2
SL1344_2409		28	21.8	10.1	16.1
SL1344_2410	yfeY	20.7	30.2	2.2	12.7
SL1344_2411	yfeZ	35.3	32.5	5.4	17.5
SL1344_2412		44.5	40.3	10	26
SL1344_2413	amiA	11.7	11.4	40.7	17
SL1344_2414	hemF	8.9	12.4	2.3	6.7
SL1344_2415		17.1	38.5	14.9	43.6
SL1344_2416		4.7	6.3	2.6	6.9
SL1344_2417	eutR	6.9	10.4	1.8	4.6
SL1344_2418	eutK	5.6	11.6	1.3	6.4
SL1344_2419	eutL	5.5	10.3	1.4	2.2
SL1344_2420	eutC	2.7	5.5	0.5	1.5
SL1344_2421	eutB	2.5	4.2	0.3	1.5
SL1344_2422	eutA	2.6	4.5	0.4	3.2
SL1344_2423	eutH	5.3	11.2	1.7	7.8
SL1344_2424	eutG	0.9	0.6	0	0.3
SL1344_2425	eutJ	1.2	1.5	0.8	0.9
SL1344_2426	eutE	1.1	1.1	0.2	0.8
SL1344_2427	eutN	0.7	0	0	0.2
SL1344_2428	eutM	1.6	1.4	0.6	0.6
SL1344_2429	eutD	0.6	0.4	0.2	0.2
SL1344_2430	eutT	0.2	0	0	0.2
SL1344_2431	eutQ	0	0.3	0	0
SL1344_2432	eutP	0	0.1	0	0.3
SL1344_2433	eutS	0	0	0	0.4
SL1344_2434	tnpA_1b	0	0	0	0
SL1344_2435	maeB	30.1	23.5	14.6	16.5
SL1344_2436	tal	48.6	110.6	7.5	23.3
SL1344_2437	tktB	37.9	87.4	9.7	20.2
SL1344_2438		98.1	112.8	16.9	36.6
SL1344_2439	ypfG	9.3	7.2	0.7	5.8
SL1344_2440	yffH	34.9	25.6	5	29.7
SL1344_2441		12.6	12.2	11.5	21.3
SL1344_2442	aegA	2	1.8	0.5	1.8
SL1344_2443	narQ	2.3	3	1.7	2.6
SL1344_2444	acrD	4	5.8	1.2	3.7
SL1344_2444A	ypfM	116.7	267.5	20769.3	302.4
SL1344_2445	yffB	20.3	13.5	16.3	13.1
SL1344_2446	dapE	38.5	33	20.3	25.3
SL1344_2447		51.1	48.8	23	39.8
SL1344_2448	ypfI	10.7	15	3.6	8.8
SL1344_2449		30.3	50.4	32.5	30.1
SL1344_2450	purC	198.8	77.8	20.1	7.1
SL1344_2451	nlpB	138.3	104.8	32.6	101.1
SL1344_2452	dapA	198.5	157.6	44.4	148.5
SL1344_2453	gcvR	65	44.7	22.7	86.9
SL1344_2454	bcp	171.6	91.3	53.2	152.8
SL1344_2455		5.8	7.3	3	4.1
SL1344_2456	perM	25	28	5.9	21.6
SL1344_2457		29.5	43.1	14.4	28.9
SL1344_2458	yfgD	47.6	70.5	18.7	30.1
SL1344_2459	yfgE	54.1	60.2	3.9	39.8
SL1344_2460	uraA	26.1	14.6	13	4.6
SL1344_2461	upp	87.6	47.4	16.1	22.3
SL1344_2462	purM	186.2	63.8	19.2	10.9
SL1344_2463	purN	131	56.5	10.9	16.9
SL1344_2464	ppk	38.9	42.1	11.9	54.7
SL1344_2465	ppx	32.2	34.8	8.8	33.6
SL1344_2466		4.3	7.7	1.5	7.7
SL1344_2467		3.3	6.8	2.4	5.8
SL1344_2468		86.9	58.6	31.7	58.3
SL1344_2469		14.8	23.7	6.3	45.5
SL1344_2470		1.7	1	0	0.2
SL1344_2471	guaA	102.1	67.9	16.1	10.3
